runid: 21342425
CPUs available: 56
Disorder: (0.0005, 30)
Disorder size: 30
Unoptimised score: 23.467235031755717
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=278838, Fri Mar 28 13:09:33 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.221113120182204e+01 1.0e+00 4.92e-01  4e-01  5e-01 10:33.7
    2    112 2.322887586726701e+01 1.3e+00 4.66e-01  4e-01  5e-01 21:08.3
    3    168 2.243709831240831e+01 1.3e+00 4.26e-01  3e-01  4e-01 31:45.5
    4    224 2.177604764880747e+01 1.4e+00 4.09e-01  3e-01  4e-01 42:20.7
    5    280 2.150360721523469e+01 1.6e+00 3.57e-01  2e-01  3e-01 53:00.4
    6    336 2.170760151528016e+01 1.7e+00 3.49e-01  2e-01  3e-01 63:35.5
    7    392 2.145701194939329e+01 2.0e+00 3.48e-01  2e-01  3e-01 74:11.8
    8    448 2.168059503248310e+01 2.3e+00 3.29e-01  2e-01  3e-01 84:50.4
    9    504 2.162622893089616e+01 2.5e+00 3.20e-01  2e-01  2e-01 95:26.4
   10    560 2.160601318041033e+01 2.8e+00 3.11e-01  2e-01  2e-01 106:03.6
   11    616 2.124033334283670e+01 3.3e+00 3.07e-01  1e-01  2e-01 116:41.8
   12    672 2.098008029235089e+01 3.6e+00 3.26e-01  1e-01  3e-01 127:23.9
   13    728 2.102293658143812e+01 4.4e+00 3.36e-01  1e-01  3e-01 137:59.7
   14    784 2.130256214565792e+01 4.7e+00 2.98e-01  1e-01  2e-01 148:36.1
   15    840 2.095530841143563e+01 4.9e+00 3.11e-01  1e-01  2e-01 159:14.6
   16    896 2.078666126299181e+01 5.6e+00 3.19e-01  1e-01  3e-01 169:51.4
   17    952 2.054365033073494e+01 6.7e+00 2.82e-01  1e-01  2e-01 180:28.0
   18   1008 2.071942506404636e+01 6.6e+00 2.63e-01  9e-02  2e-01 191:08.1
   19   1064 2.082866588776217e+01 6.7e+00 2.57e-01  8e-02  2e-01 201:44.1
   20   1120 2.054479627430335e+01 7.2e+00 3.00e-01  8e-02  2e-01 212:18.4
   21   1176 2.057750453220322e+01 8.0e+00 3.45e-01  9e-02  3e-01 222:58.0
   22   1232 2.085275334790348e+01 7.9e+00 3.07e-01  7e-02  3e-01 233:36.8
   23   1288 2.044905229480023e+01 8.2e+00 2.87e-01  6e-02  2e-01 244:18.2
   24   1344 2.031743553162086e+01 8.6e+00 2.81e-01  5e-02  2e-01 254:55.4
   25   1400 2.034064335865419e+01 9.1e+00 2.83e-01  5e-02  2e-01 265:26.7
   26   1456 2.042563948933139e+01 1.0e+01 2.66e-01  5e-02  2e-01 276:04.7
   27   1512 2.018476253987564e+01 9.5e+00 3.39e-01  5e-02  3e-01 286:41.5
   28   1568 2.023212556013066e+01 1.0e+01 3.52e-01  5e-02  3e-01 297:20.3
   29   1624 2.028278106388711e+01 1.0e+01 3.31e-01  5e-02  2e-01 307:58.6
   30   1680 2.023612874211994e+01 1.1e+01 3.06e-01  4e-02  2e-01 318:40.0
   31   1736 2.018675814458484e+01 1.2e+01 3.10e-01  4e-02  2e-01 329:18.0
   32   1792 2.019341776102613e+01 1.3e+01 2.89e-01  3e-02  2e-01 339:53.1
   33   1848 2.007907159176909e+01 1.4e+01 2.67e-01  2e-02  1e-01 350:30.2
   34   1904 2.012554876548813e+01 1.5e+01 2.56e-01  2e-02  1e-01 361:03.9
   35   1960 2.012453498203247e+01 1.6e+01 2.40e-01  2e-02  1e-01 371:38.4
   36   2016 2.004415906146275e+01 1.8e+01 2.74e-01  2e-02  1e-01 382:10.9
   37   2072 2.006464410229128e+01 2.0e+01 2.89e-01  2e-02  1e-01 392:47.1
   38   2128 2.009753382874817e+01 2.0e+01 2.85e-01  2e-02  1e-01 403:22.1
   39   2184 2.006270169516963e+01 1.9e+01 2.59e-01  1e-02  1e-01 413:56.7
   40   2240 2.006412923345962e+01 2.0e+01 2.60e-01  1e-02  1e-01 424:29.6
   41   2296 2.003699688200506e+01 2.0e+01 2.66e-01  1e-02  1e-01 435:00.8
   42   2352 2.006832771234957e+01 2.1e+01 2.49e-01  1e-02  9e-02 445:38.7
   43   2408 2.003549104686022e+01 2.0e+01 2.64e-01  1e-02  1e-01 456:13.1
   44   2464 2.004956492953060e+01 2.2e+01 2.78e-01  1e-02  1e-01 466:46.9
   45   2520 2.001164594217809e+01 2.4e+01 2.56e-01  1e-02  1e-01 477:25.5
   46   2576 2.003039079621077e+01 2.5e+01 2.79e-01  1e-02  1e-01 488:05.5
   47   2632 2.004793103869203e+01 2.6e+01 2.48e-01  9e-03  8e-02 498:44.3
   48   2688 1.999007726256858e+01 2.8e+01 2.69e-01  9e-03  1e-01 509:19.7
   49   2744 2.000197984206399e+01 3.4e+01 2.78e-01  8e-03  1e-01 519:53.5
   50   2800 1.998386595840552e+01 3.6e+01 2.60e-01  8e-03  9e-02 530:31.2
   51   2856 1.998504157238702e+01 3.6e+01 2.38e-01  7e-03  8e-02 541:01.0
   52   2912 1.999135067795215e+01 3.7e+01 2.26e-01  6e-03  7e-02 551:35.4
   53   2968 1.997531732122173e+01 3.5e+01 2.14e-01  5e-03  6e-02 562:08.8
   54   3024 1.997920265381632e+01 3.6e+01 2.08e-01  5e-03  6e-02 572:42.7
   55   3080 1.997451326259178e+01 3.5e+01 2.13e-01  5e-03  5e-02 583:20.8
   56   3136 1.998266877046026e+01 3.3e+01 2.16e-01  5e-03  5e-02 593:54.8
   57   3192 1.997745505986067e+01 3.4e+01 1.99e-01  4e-03  4e-02 604:29.7
   58   3248 1.997288292334512e+01 3.3e+01 2.35e-01  5e-03  5e-02 615:04.4
   59   3304 1.998095445890526e+01 3.1e+01 2.08e-01  4e-03  4e-02 625:38.1
   60   3360 1.997368048117597e+01 2.9e+01 1.88e-01  4e-03  4e-02 636:10.0
   61   3416 1.996840877921347e+01 2.7e+01 1.97e-01  4e-03  4e-02 646:43.2
   62   3472 1.997030864736359e+01 2.9e+01 2.13e-01  4e-03  4e-02 657:15.2
   63   3528 1.996992423291042e+01 2.7e+01 1.96e-01  4e-03  3e-02 667:45.3
   64   3584 1.997154407768143e+01 2.7e+01 1.93e-01  4e-03  3e-02 678:20.3
   65   3640 1.996667584961300e+01 2.4e+01 2.13e-01  4e-03  3e-02 688:53.2
   66   3696 1.996724804866698e+01 2.1e+01 1.96e-01  3e-03  2e-02 699:26.4
   67   3752 1.996700399364127e+01 2.0e+01 1.74e-01  2e-03  2e-02 710:03.4
   68   3808 1.996647452898427e+01 1.9e+01 1.53e-01  2e-03  2e-02 720:38.0
   69   3864 1.996514800000888e+01 2.1e+01 1.63e-01  2e-03  2e-02 731:11.4
   70   3920 1.996282674477584e+01 2.5e+01 1.61e-01  2e-03  2e-02 741:46.0
   71   3976 1.996426989885675e+01 2.4e+01 1.52e-01  2e-03  2e-02 752:21.0
   72   4032 1.996273313099401e+01 2.4e+01 1.53e-01  2e-03  2e-02 762:55.2
   73   4088 1.996208533013036e+01 2.7e+01 1.43e-01  2e-03  2e-02 773:30.4
   74   4144 1.996313220922250e+01 2.9e+01 1.39e-01  2e-03  1e-02 784:01.3
   75   4200 1.996245120365201e+01 2.9e+01 1.32e-01  1e-03  1e-02 794:36.1
   76   4256 1.996246067329497e+01 2.9e+01 1.28e-01  1e-03  1e-02 805:06.9
   77   4312 1.996229690736177e+01 3.1e+01 1.22e-01  1e-03  1e-02 815:39.8
