runid: 21342432
CPUs available: 56
Disorder: (0.0005, 20)
Disorder size: 20
Unoptimised score: 23.80100568674927
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=239931, Fri Mar 28 14:58:43 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.312985138085734e+01 1.0e+00 4.61e-01  4e-01  5e-01 10:38.0
    2    112 2.264868193562190e+01 1.3e+00 4.39e-01  4e-01  4e-01 21:18.1
    3    168 2.298715385100586e+01 1.3e+00 4.45e-01  3e-01  4e-01 31:58.4
    4    224 2.243246176821400e+01 1.4e+00 4.29e-01  3e-01  4e-01 42:40.1
    5    280 2.216186821704317e+01 1.6e+00 4.06e-01  3e-01  4e-01 53:22.2
    6    336 2.190669532778273e+01 1.6e+00 3.65e-01  2e-01  3e-01 64:02.2
    7    392 2.216710030728883e+01 1.7e+00 3.54e-01  2e-01  3e-01 74:45.1
    8    448 2.221833762492366e+01 1.9e+00 3.73e-01  2e-01  3e-01 85:26.2
    9    504 2.188414086009059e+01 2.3e+00 3.58e-01  2e-01  3e-01 96:08.2
   10    560 2.234462627740573e+01 2.5e+00 3.33e-01  1e-01  3e-01 106:46.2
   11    616 2.190866011726964e+01 2.6e+00 3.52e-01  1e-01  3e-01 117:27.0
   12    672 2.166078685143005e+01 2.9e+00 4.13e-01  2e-01  3e-01 128:09.5
   13    728 2.205134284397705e+01 3.5e+00 3.99e-01  1e-01  3e-01 138:48.1
   14    784 2.202323704523169e+01 3.6e+00 4.06e-01  1e-01  3e-01 149:26.2
   15    840 2.173351145541342e+01 4.1e+00 4.09e-01  1e-01  3e-01 160:06.7
   16    896 2.187420227657139e+01 5.0e+00 3.74e-01  1e-01  3e-01 170:47.2
   17    952 2.159599184735673e+01 5.6e+00 4.15e-01  1e-01  3e-01 181:29.6
   18   1008 2.146103729232795e+01 6.2e+00 4.47e-01  1e-01  3e-01 192:12.4
   19   1064 2.129177808315279e+01 6.8e+00 4.55e-01  1e-01  3e-01 202:54.8
   20   1120 2.138650859703841e+01 7.2e+00 4.37e-01  1e-01  3e-01 213:37.3
   21   1176 2.118595944615487e+01 7.8e+00 3.99e-01  1e-01  2e-01 224:18.3
   22   1232 2.079373707521887e+01 7.4e+00 4.08e-01  1e-01  3e-01 234:56.0
   23   1288 2.127390520527978e+01 8.0e+00 3.61e-01  9e-02  2e-01 245:36.6
   24   1344 2.116310396738054e+01 8.2e+00 3.49e-01  8e-02  2e-01 256:15.4
   25   1400 2.083728428119083e+01 8.2e+00 3.78e-01  9e-02  2e-01 266:53.8
   26   1456 2.113752214494255e+01 8.4e+00 3.68e-01  9e-02  2e-01 277:30.9
   27   1512 2.091224218383850e+01 9.6e+00 3.61e-01  8e-02  2e-01 288:11.5
   28   1568 2.074274320217280e+01 1.0e+01 3.28e-01  7e-02  2e-01 298:52.6
   29   1624 2.085995174481861e+01 1.1e+01 3.00e-01  6e-02  1e-01 309:33.1
   30   1680 2.070513914164263e+01 1.0e+01 2.83e-01  5e-02  1e-01 320:10.0
   31   1736 2.070224140850865e+01 1.1e+01 2.97e-01  5e-02  1e-01 330:49.8
   32   1792 2.079040854777585e+01 1.2e+01 2.92e-01  5e-02  1e-01 341:27.4
   33   1848 2.066346252027148e+01 1.2e+01 2.66e-01  4e-02  1e-01 352:11.6
   34   1904 2.056161016559394e+01 1.4e+01 2.43e-01  4e-02  1e-01 362:50.1
   35   1960 2.056333307186049e+01 1.5e+01 2.47e-01  4e-02  1e-01 373:30.6
   36   2016 2.057105425263664e+01 1.7e+01 2.86e-01  4e-02  1e-01 384:07.2
   37   2072 2.046080592080583e+01 1.9e+01 3.63e-01  5e-02  2e-01 394:45.2
   38   2128 2.046594369128415e+01 2.2e+01 3.54e-01  4e-02  2e-01 405:21.9
   39   2184 2.049421613363870e+01 2.3e+01 3.68e-01  4e-02  2e-01 416:00.1
   40   2240 2.051733316276266e+01 2.2e+01 3.71e-01  4e-02  2e-01 426:39.3
   41   2296 2.048316556115077e+01 2.4e+01 3.72e-01  4e-02  2e-01 437:14.8
   42   2352 2.039420298968908e+01 2.6e+01 3.44e-01  3e-02  2e-01 447:52.3
   43   2408 2.041441623825492e+01 2.8e+01 3.17e-01  3e-02  2e-01 458:35.7
   44   2464 2.044184130644852e+01 2.6e+01 3.08e-01  2e-02  2e-01 469:13.1
   45   2520 2.040823632706978e+01 2.6e+01 3.06e-01  2e-02  1e-01 479:51.9
   46   2576 2.033541929288635e+01 2.4e+01 3.09e-01  2e-02  1e-01 490:29.6
   47   2632 2.037668583005054e+01 2.3e+01 2.82e-01  2e-02  1e-01 501:08.2
   48   2688 2.033230799542346e+01 2.0e+01 2.78e-01  2e-02  1e-01 511:46.2
   49   2744 2.033153223303136e+01 2.0e+01 2.69e-01  2e-02  8e-02 522:22.5
   50   2800 2.031073243562277e+01 1.9e+01 2.63e-01  2e-02  7e-02 533:05.4
   51   2856 2.030396592670941e+01 1.8e+01 2.53e-01  1e-02  7e-02 543:45.3
   52   2912 2.032432658552221e+01 1.7e+01 2.46e-01  1e-02  6e-02 554:24.3
   53   2968 2.031208887373394e+01 1.6e+01 2.34e-01  1e-02  5e-02 565:03.8
   54   3024 2.030277580117672e+01 1.5e+01 2.34e-01  1e-02  5e-02 575:41.8
   55   3080 2.031487050934873e+01 1.5e+01 2.23e-01  1e-02  4e-02 586:17.0
   56   3136 2.027264634072357e+01 1.4e+01 1.98e-01  9e-03  3e-02 596:57.6
   57   3192 2.027936551164276e+01 1.4e+01 1.84e-01  8e-03  3e-02 607:34.4
   58   3248 2.028315797539350e+01 1.4e+01 2.07e-01  8e-03  3e-02 618:11.2
   59   3304 2.027221944208357e+01 1.3e+01 1.99e-01  7e-03  3e-02 628:53.5
   60   3360 2.026822953281487e+01 1.4e+01 1.87e-01  6e-03  3e-02 639:31.4
   61   3416 2.027038833963051e+01 1.4e+01 1.74e-01  5e-03  2e-02 650:10.9
   62   3472 2.027053140961934e+01 1.4e+01 1.85e-01  5e-03  2e-02 660:49.4
   63   3528 2.026978209340039e+01 1.3e+01 1.81e-01  4e-03  2e-02 671:26.0
   64   3584 2.026662620790866e+01 1.3e+01 1.77e-01  4e-03  2e-02 682:01.2
   65   3640 2.026153727678240e+01 1.3e+01 1.73e-01  4e-03  2e-02 692:36.9
   66   3696 2.024457025835587e+01 1.5e+01 2.06e-01  4e-03  3e-02 703:15.7
   67   3752 2.023970935170681e+01 1.7e+01 1.84e-01  3e-03  2e-02 713:54.0
   68   3808 2.024132422138145e+01 1.8e+01 1.61e-01  3e-03  2e-02 724:29.9
   69   3864 2.024665207580037e+01 2.0e+01 1.43e-01  2e-03  2e-02 735:07.3
   70   3920 2.023899069398406e+01 2.2e+01 1.30e-01  2e-03  1e-02 745:51.5
   71   3976 2.023800326574568e+01 2.4e+01 1.19e-01  2e-03  1e-02 756:28.9
   72   4032 2.023800840444320e+01 2.7e+01 1.03e-01  1e-03  1e-02 767:07.2
   73   4088 2.023540443944942e+01 3.2e+01 9.37e-02  1e-03  9e-03 777:47.5
   74   4144 2.023226551257762e+01 3.7e+01 8.34e-02  9e-04  8e-03 788:23.3
   75   4200 2.023001964850694e+01 4.1e+01 8.71e-02  9e-04  8e-03 798:57.7
   76   4256 2.023066179582296e+01 4.7e+01 1.01e-01  1e-03  9e-03 809:38.0
   77   4312 2.022973180458173e+01 5.2e+01 1.10e-01  1e-03  9e-03 820:16.1
   78   4368 2.023110057424929e+01 5.2e+01 1.00e-01  1e-03  8e-03 830:53.8
   79   4424 2.023049807932539e+01 5.5e+01 9.58e-02  9e-04  7e-03 841:30.8
   80   4480 2.022917901061578e+01 5.8e+01 8.19e-02  7e-04  6e-03 852:08.6
   81   4536 2.022937235882847e+01 6.4e+01 7.27e-02  6e-04  5e-03 862:49.6
   82   4592 2.022833786022291e+01 6.4e+01 6.17e-02  5e-04  4e-03 873:29.4
   83   4648 2.022838084776744e+01 6.6e+01 5.20e-02  4e-04  3e-03 884:07.0
   84   4704 2.022805459354651e+01 7.3e+01 5.06e-02  4e-04  3e-03 894:46.9
   85   4760 2.022793676468139e+01 7.3e+01 5.34e-02  4e-04  3e-03 905:24.6
   86   4816 2.022824717466154e+01 7.7e+01 4.75e-02  3e-04  3e-03 916:01.6
   87   4872 2.022780608180985e+01 8.3e+01 4.92e-02  3e-04  3e-03 926:36.8
   88   4928 2.022738794044903e+01 9.2e+01 5.48e-02  4e-04  3e-03 937:10.7
   89   4984 2.022746763228710e+01 9.6e+01 5.63e-02  4e-04  3e-03 947:45.5
   90   5040 2.022746090773251e+01 9.5e+01 5.06e-02  3e-04  3e-03 958:23.2
   91   5096 2.022705679412876e+01 1.0e+02 5.24e-02  3e-04  3e-03 969:04.1
   92   5152 2.022721293245062e+01 1.1e+02 4.99e-02  3e-04  2e-03 979:41.6
   93   5208 2.022702253817789e+01 1.2e+02 4.95e-02  3e-04  2e-03 990:18.5
   94   5264 2.022707858198189e+01 1.2e+02 4.25e-02  2e-04  2e-03 1001:04.6
   95   5320 2.022698999352917e+01 1.2e+02 3.94e-02  2e-04  2e-03 1011:39.7
   96   5376 2.022702270147652e+01 1.3e+02 3.56e-02  2e-04  1e-03 1022:18.4
   97   5432 2.022695176554480e+01 1.4e+02 3.27e-02  2e-04  1e-03 1032:55.0
   98   5488 2.022692177105612e+01 1.5e+02 3.25e-02  2e-04  1e-03 1043:31.5
   99   5544 2.022687236807594e+01 1.6e+02 3.23e-02  2e-04  1e-03 1054:08.1
  100   5600 2.022682718858762e+01 1.7e+02 3.18e-02  1e-04  1e-03 1064:44.6
  101   5656 2.022674625736989e+01 1.7e+02 3.12e-02  1e-04  1e-03 1075:20.9
  102   5712 2.022675198169312e+01 1.8e+02 2.90e-02  1e-04  1e-03 1085:56.9
  103   5768 2.022674791848607e+01 1.9e+02 3.28e-02  1e-04  1e-03 1096:32.5
  104   5824 2.022670915486659e+01 2.4e+02 3.15e-02  1e-04  1e-03 1107:10.7
  105   5880 2.022670106926647e+01 2.6e+02 3.35e-02  1e-04  1e-03 1117:48.1
  106   5936 2.022670999478412e+01 2.7e+02 2.94e-02  1e-04  1e-03 1128:22.7
  107   5992 2.022667876226995e+01 2.7e+02 2.74e-02  1e-04  9e-04 1138:59.0
  108   6048 2.022670700245202e+01 2.8e+02 2.48e-02  8e-05  7e-04 1149:34.2
  109   6104 2.022667101741126e+01 2.6e+02 2.19e-02  7e-05  7e-04 1160:11.7
  110   6160 2.022664676523629e+01 3.0e+02 2.12e-02  7e-05  6e-04 1170:46.7
  111   6216 2.022666230782502e+01 3.1e+02 2.15e-02  7e-05  6e-04 1181:25.1
  112   6272 2.022664734719968e+01 3.0e+02 2.13e-02  6e-05  5e-04 1192:02.1
  113   6328 2.022664810625521e+01 3.0e+02 1.92e-02  5e-05  5e-04 1202:38.9
  114   6384 2.022664558551432e+01 3.3e+02 1.77e-02  5e-05  5e-04 1213:19.7
  115   6440 2.022662608989255e+01 3.6e+02 1.74e-02  5e-05  5e-04 1224:00.1
  116   6496 2.022663811433349e+01 4.2e+02 1.75e-02  5e-05  5e-04 1234:36.1
  117   6552 2.022662981829832e+01 5.0e+02 1.63e-02  4e-05  5e-04 1245:11.8
  118   6608 2.022662912705567e+01 5.3e+02 1.51e-02  4e-05  5e-04 1255:47.3
  119   6664 2.022662750955653e+01 6.0e+02 1.55e-02  4e-05  5e-04 1266:24.5
  120   6720 2.022662269169548e+01 6.5e+02 1.45e-02  3e-05  4e-04 1277:02.3
