runid: 21342443
CPUs available: 56
Disorder: (0.0005, 1)
Disorder size: 1
Unoptimised score: 22.820234574202544
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=361630, Sat Mar 29 15:18:08 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.145482367977434e+01 1.0e+00 4.57e-01  4e-01  4e-01 12:03.1
    2    112 2.176872804254768e+01 1.2e+00 4.37e-01  4e-01  4e-01 24:04.7
    3    168 2.124045159499340e+01 1.3e+00 4.28e-01  3e-01  4e-01 36:12.0
    4    224 2.136807865713530e+01 1.5e+00 4.16e-01  3e-01  3e-01 48:16.1
    5    280 2.140852248288844e+01 1.5e+00 4.09e-01  3e-01  3e-01 60:21.2
    6    336 2.088130588622626e+01 1.6e+00 4.30e-01  3e-01  4e-01 72:24.7
    7    392 2.117184686610137e+01 1.7e+00 3.87e-01  2e-01  3e-01 84:29.6
    8    448 2.090197837667156e+01 1.7e+00 3.37e-01  2e-01  3e-01 96:32.3
    9    504 2.063152718907926e+01 1.8e+00 3.17e-01  2e-01  2e-01 108:36.6
   10    560 2.073906507142104e+01 1.9e+00 3.09e-01  2e-01  2e-01 120:39.5
   11    616 2.054369436151631e+01 2.0e+00 3.07e-01  1e-01  2e-01 132:45.9
   12    672 2.053441417722776e+01 2.3e+00 2.86e-01  1e-01  2e-01 144:49.7
   13    728 2.066347447302657e+01 2.5e+00 2.59e-01  1e-01  2e-01 156:56.1
   14    784 2.045887481278520e+01 2.7e+00 2.90e-01  1e-01  2e-01 168:59.5
   15    840 2.061954913677071e+01 2.8e+00 3.10e-01  1e-01  2e-01 181:04.3
   16    896 2.061829642485374e+01 2.8e+00 2.84e-01  1e-01  2e-01 193:11.4
   17    952 2.048793280746223e+01 2.8e+00 2.60e-01  8e-02  2e-01 205:16.5
   18   1008 2.058082880505779e+01 3.0e+00 2.74e-01  8e-02  2e-01 217:20.9
