runid: 21342434
CPUs available: 56
Disorder: (0.0005, 20)
Disorder size: 20
Unoptimised score: 21.069534020804973
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=343115, Sat Mar 29 13:20:22 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.273683847690984e+01 1.0e+00 4.41e-01  4e-01  4e-01 10:25.7
    2    112 2.107749472411615e+01 1.2e+00 3.86e-01  3e-01  4e-01 20:51.5
    3    168 2.155781446007363e+01 1.3e+00 3.62e-01  3e-01  3e-01 31:20.9
    4    224 2.142108126640243e+01 1.5e+00 3.33e-01  2e-01  3e-01 41:46.5
    5    280 2.074532678403587e+01 1.6e+00 3.30e-01  2e-01  3e-01 52:11.8
    6    336 2.117754231082007e+01 1.8e+00 3.35e-01  2e-01  3e-01 62:38.1
    7    392 2.114871554049507e+01 2.1e+00 3.36e-01  1e-01  3e-01 73:04.2
    8    448 2.086078109278507e+01 2.5e+00 3.09e-01  1e-01  3e-01 83:35.4
    9    504 2.089895776442967e+01 2.6e+00 3.03e-01  1e-01  3e-01 94:02.1
   10    560 2.064928423074937e+01 2.9e+00 2.75e-01  9e-02  2e-01 104:29.6
   11    616 1.987829698729623e+01 3.3e+00 2.85e-01  9e-02  3e-01 114:57.9
   12    672 2.015355367791073e+01 3.9e+00 2.91e-01  8e-02  3e-01 125:23.5
   13    728 1.988981323670940e+01 4.1e+00 2.81e-01  8e-02  2e-01 135:53.3
   14    784 1.959980591454037e+01 4.0e+00 2.86e-01  7e-02  2e-01 146:21.1
   15    840 1.927140118715677e+01 4.3e+00 3.08e-01  7e-02  2e-01 156:46.2
   16    896 1.999883133509416e+01 4.4e+00 3.11e-01  7e-02  2e-01 167:13.4
   17    952 1.927057001700872e+01 4.5e+00 2.77e-01  6e-02  2e-01 177:38.7
   18   1008 1.909804110042488e+01 4.5e+00 2.54e-01  5e-02  2e-01 188:04.4
   19   1064 1.888603451439216e+01 4.7e+00 2.67e-01  5e-02  2e-01 198:29.5
