runid: 21342429
CPUs available: 56
Disorder: (0.0005, 40)
Disorder size: 40
Unoptimised score: 22.286512833388578
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=212007, Fri Mar 28 13:20:19 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
   94   5264 1.873966962095728e+01 5.0e+01 2.49e-02  8e-05  4e-04 1131:50.9
   95   5320 1.873966523933199e+01 4.8e+01 2.27e-02  6e-05  3e-04 1143:54.1
   96   5376 1.873966281142283e+01 5.1e+01 2.11e-02  6e-05  3e-04 1155:58.2
   97   5432 1.873966116825670e+01 5.9e+01 2.21e-02  6e-05  3e-04 1168:04.2
   98   5488 1.873965818591231e+01 6.2e+01 2.34e-02  6e-05  3e-04 1180:03.6
   99   5544 1.873966107028311e+01 6.1e+01 2.30e-02  6e-05  3e-04 1192:06.0
  100   5600 1.873965795878369e+01 6.0e+01 2.30e-02  6e-05  3e-04 1204:09.0
  101   5656 1.873966105548365e+01 6.2e+01 2.17e-02  5e-05  2e-04 1216:10.2
  102   5712 1.873965670733513e+01 6.3e+01 2.05e-02  4e-05  2e-04 1228:10.9
  103   5768 1.873965703339611e+01 6.3e+01 1.87e-02  4e-05  2e-04 1240:13.9
  104   5824 1.873965686699538e+01 6.7e+01 1.67e-02  3e-05  1e-04 1252:16.2
  105   5880 1.873965678791478e+01 7.2e+01 1.48e-02  3e-05  1e-04 1264:18.4
  106   5936 1.873965635531198e+01 7.1e+01 1.41e-02  3e-05  1e-04 1276:19.1
  107   5992 1.873965583908267e+01 7.6e+01 1.42e-02  3e-05  1e-04 1288:23.9
  108   6048 1.873965500596383e+01 8.0e+01 1.27e-02  2e-05  1e-04 1300:22.4
  109   6104 1.873965448515527e+01 8.6e+01 1.24e-02  2e-05  9e-05 1312:24.1
  110   6160 1.873965473267895e+01 8.4e+01 1.15e-02  2e-05  7e-05 1324:26.6
  111   6216 1.873965470922683e+01 8.3e+01 9.59e-03  2e-05  6e-05 1336:27.5
  112   6272 1.873965467144151e+01 8.7e+01 9.01e-03  1e-05  6e-05 1348:29.9
  113   6328 1.873965428250794e+01 8.9e+01 8.10e-03  1e-05  5e-05 1360:33.0
  114   6384 1.873965415530662e+01 9.6e+01 8.68e-03  1e-05  5e-05 1372:32.3
  115   6440 1.873965408306943e+01 1.1e+02 8.46e-03  1e-05  5e-05 1384:35.2
  116   6496 1.873965413971672e+01 1.2e+02 8.10e-03  1e-05  4e-05 1396:38.5
  117   6552 1.873965386933732e+01 1.3e+02 7.79e-03  1e-05  4e-05 1408:38.8
  118   6608 1.873965383993702e+01 1.4e+02 6.97e-03  9e-06  4e-05 1420:42.4
  119   6664 1.873965371327411e+01 1.4e+02 6.91e-03  9e-06  3e-05 1432:43.8
  120   6720 1.873965356734319e+01 1.5e+02 6.90e-03  9e-06  3e-05 1444:44.0
termination on timeout=86400
final/bestever f-value = 1.873965e+01 1.873965e+01 after 6720/6701 evaluations
incumbent solution: [0.7818463204075953, 0.1813470002173157, 0.039374912828227714, -0.3904260281161507, -0.492588841065906, -0.3614243019667797, 0.5152442821128601, 0.489264651261707]
std deviation: [1.033280223129696e-05, 1.1430274637047332e-05, 1.4138335520249377e-05, 1.1725962395142908e-05, 2.8263927262996553e-05, 9.094990670072026e-06, 2.816969016710808e-05, 3.3205143293730077e-05]
