runid: 21342426
CPUs available: 56
Disorder: (0.0005, 40)
Disorder size: 40
Unoptimised score: 23.017166621604893
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=231589, Fri Mar 28 13:10:02 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.211554874582986e+01 1.0e+00 4.35e-01  4e-01  4e-01 10:23.6
    2    112 2.224875958543436e+01 1.2e+00 4.07e-01  3e-01  4e-01 20:46.7
    3    168 2.167783090224805e+01 1.3e+00 3.64e-01  3e-01  3e-01 31:11.4
    4    224 2.159867283855263e+01 1.4e+00 3.57e-01  2e-01  3e-01 41:42.0
    5    280 2.155608522272122e+01 1.7e+00 3.27e-01  2e-01  3e-01 52:04.9
    6    336 2.088025094371414e+01 1.7e+00 2.99e-01  1e-01  2e-01 62:31.3
    7    392 2.130087522502293e+01 1.9e+00 2.85e-01  1e-01  2e-01 72:57.2
    8    448 2.091366593496317e+01 2.3e+00 2.82e-01  1e-01  3e-01 83:24.0
    9    504 2.081855887661686e+01 3.1e+00 2.73e-01  1e-01  2e-01 93:53.2
   10    560 2.077466635301699e+01 3.2e+00 2.87e-01  1e-01  3e-01 104:16.4
   11    616 2.061639574047789e+01 3.7e+00 2.62e-01  8e-02  3e-01 114:44.0
   12    672 2.109058706123279e+01 4.3e+00 2.27e-01  7e-02  2e-01 125:09.5
   13    728 2.087290836945393e+01 5.0e+00 2.16e-01  6e-02  2e-01 135:36.1
   14    784 2.055970589693912e+01 5.4e+00 2.26e-01  7e-02  2e-01 146:03.9
   15    840 2.045567024323977e+01 6.4e+00 2.41e-01  7e-02  2e-01 156:28.1
   16    896 2.034702734704768e+01 7.7e+00 2.14e-01  6e-02  2e-01 166:53.0
   17    952 2.026060116500331e+01 9.0e+00 2.33e-01  7e-02  3e-01 177:22.4
   18   1008 2.014368006986128e+01 1.1e+01 2.12e-01  5e-02  2e-01 187:46.1
   19   1064 2.023448117927909e+01 1.2e+01 2.34e-01  6e-02  3e-01 198:10.8
   20   1120 2.044242132771837e+01 1.4e+01 2.30e-01  5e-02  2e-01 208:35.0
   21   1176 2.035609683656660e+01 1.3e+01 2.02e-01  4e-02  2e-01 218:59.3
   22   1232 2.021694035785950e+01 1.3e+01 1.79e-01  3e-02  2e-01 229:29.8
   23   1288 2.013469708835549e+01 1.2e+01 1.65e-01  3e-02  2e-01 239:54.5
   24   1344 2.000956252983304e+01 1.4e+01 1.60e-01  2e-02  2e-01 250:18.4
   25   1400 2.006654545330440e+01 1.5e+01 1.65e-01  2e-02  2e-01 260:42.3
   26   1456 2.005975188025173e+01 1.5e+01 1.75e-01  2e-02  2e-01 271:06.6
   27   1512 2.003268773769432e+01 1.7e+01 1.75e-01  2e-02  2e-01 281:31.6
   28   1568 2.004699673301416e+01 1.8e+01 1.68e-01  2e-02  1e-01 291:57.4
   29   1624 2.001854081652878e+01 1.8e+01 1.77e-01  2e-02  2e-01 302:22.4
   30   1680 1.995537263987783e+01 1.9e+01 1.94e-01  2e-02  2e-01 312:46.8
   31   1736 1.991399585381322e+01 2.1e+01 2.19e-01  2e-02  2e-01 323:13.2
   32   1792 1.988410607326883e+01 2.4e+01 2.60e-01  2e-02  3e-01 333:38.3
   33   1848 1.987647519841375e+01 3.0e+01 2.38e-01  2e-02  2e-01 344:02.3
   34   1904 1.987398058943659e+01 2.9e+01 2.11e-01  1e-02  2e-01 354:27.9
   35   1960 1.977170855113163e+01 2.7e+01 2.08e-01  1e-02  2e-01 364:52.5
   36   2016 1.986980572747956e+01 2.9e+01 1.94e-01  1e-02  2e-01 375:18.0
   37   2072 1.983388432428017e+01 2.7e+01 1.69e-01  1e-02  1e-01 385:43.8
   38   2128 1.984222405673660e+01 2.4e+01 1.64e-01  9e-03  1e-01 396:10.9
   39   2184 1.984024661494044e+01 2.5e+01 1.49e-01  7e-03  1e-01 406:38.9
   40   2240 1.984180083429061e+01 2.5e+01 1.43e-01  7e-03  9e-02 417:04.1
   41   2296 1.983936199923419e+01 2.4e+01 1.45e-01  6e-03  9e-02 427:26.7
   42   2352 1.983380516501552e+01 2.4e+01 1.54e-01  7e-03  9e-02 437:51.8
   43   2408 1.981619211609421e+01 2.3e+01 1.50e-01  6e-03  8e-02 448:17.8
   44   2464 1.982334132881400e+01 2.1e+01 1.55e-01  6e-03  7e-02 458:42.8
   45   2520 1.981962867005373e+01 2.1e+01 1.73e-01  6e-03  8e-02 469:09.3
   46   2576 1.981580545711985e+01 2.1e+01 1.50e-01  5e-03  6e-02 479:37.0
   47   2632 1.981141105327103e+01 2.0e+01 1.59e-01  5e-03  6e-02 490:02.7
   48   2688 1.980963473505728e+01 1.9e+01 1.65e-01  5e-03  6e-02 500:31.0
   49   2744 1.980724978085424e+01 2.0e+01 1.58e-01  4e-03  5e-02 510:59.5
   50   2800 1.980385125106437e+01 2.0e+01 1.61e-01  4e-03  5e-02 521:28.4
   51   2856 1.980658448327457e+01 2.0e+01 1.52e-01  4e-03  4e-02 531:50.9
   52   2912 1.980173408678151e+01 2.0e+01 1.43e-01  3e-03  4e-02 542:16.2
   53   2968 1.980157426422067e+01 2.0e+01 1.36e-01  3e-03  3e-02 552:41.0
   54   3024 1.980058622794896e+01 2.1e+01 1.38e-01  3e-03  3e-02 563:05.2
   55   3080 1.979886584725651e+01 2.2e+01 1.55e-01  3e-03  4e-02 573:28.2
   56   3136 1.979549293041504e+01 2.5e+01 1.31e-01  2e-03  3e-02 583:50.6
   57   3192 1.979656078610319e+01 2.7e+01 1.18e-01  2e-03  3e-02 594:16.3
   58   3248 1.979622154855189e+01 2.6e+01 1.18e-01  2e-03  3e-02 604:47.1
   59   3304 1.979455819367341e+01 2.8e+01 1.19e-01  2e-03  3e-02 615:12.8
   60   3360 1.979323974402465e+01 2.7e+01 1.21e-01  1e-03  3e-02 625:37.9
   61   3416 1.979416789905370e+01 2.7e+01 1.10e-01  1e-03  2e-02 636:06.0
   62   3472 1.979343131969782e+01 2.5e+01 1.02e-01  1e-03  2e-02 646:31.3
   63   3528 1.979194579379915e+01 2.4e+01 9.66e-02  1e-03  2e-02 656:57.3
   64   3584 1.979185180347024e+01 2.3e+01 9.85e-02  1e-03  1e-02 667:20.5
   65   3640 1.979163045830966e+01 2.3e+01 8.67e-02  8e-04  1e-02 677:47.4
   66   3696 1.979105865605974e+01 2.2e+01 8.61e-02  8e-04  1e-02 688:15.3
   67   3752 1.979170041387444e+01 2.2e+01 8.03e-02  7e-04  9e-03 698:42.3
   68   3808 1.979139863092685e+01 2.4e+01 8.15e-02  7e-04  9e-03 709:03.8
   69   3864 1.979095655345359e+01 2.5e+01 8.15e-02  7e-04  8e-03 719:29.3
   70   3920 1.979062564249939e+01 2.4e+01 7.24e-02  6e-04  7e-03 729:56.0
   71   3976 1.979034454437886e+01 2.5e+01 6.72e-02  5e-04  6e-03 740:24.2
   72   4032 1.979038980072643e+01 2.5e+01 5.61e-02  4e-04  5e-03 750:49.3
   73   4088 1.979011580055196e+01 2.7e+01 5.00e-02  3e-04  4e-03 761:13.8
   74   4144 1.979003366863254e+01 2.9e+01 4.60e-02  3e-04  4e-03 771:34.3
   75   4200 1.978998257380049e+01 3.2e+01 4.68e-02  3e-04  4e-03 782:00.7
