runid: 21342427
CPUs available: 56
Disorder: (0.0005, 40)
Disorder size: 40
Unoptimised score: 22.74093616019771
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=277977, Fri Mar 28 13:11:06 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.189114878802116e+01 1.0e+00 4.18e-01  4e-01  4e-01 10:36.9
    2    112 2.170388353839145e+01 1.3e+00 4.23e-01  4e-01  4e-01 21:13.7
    3    168 2.100106432606158e+01 1.4e+00 4.80e-01  4e-01  5e-01 31:51.7
    4    224 2.164265484642630e+01 1.6e+00 4.63e-01  3e-01  5e-01 42:30.5
    5    280 2.144153129208334e+01 1.7e+00 4.52e-01  3e-01  4e-01 53:11.0
    6    336 2.147365667336974e+01 1.8e+00 4.13e-01  3e-01  4e-01 63:48.1
    7    392 2.085830653730527e+01 1.7e+00 3.93e-01  2e-01  3e-01 74:28.8
    8    448 2.102612199868481e+01 1.9e+00 4.54e-01  3e-01  4e-01 85:03.1
    9    504 2.100786024152107e+01 2.2e+00 4.56e-01  2e-01  4e-01 95:38.1
   10    560 2.052095473512525e+01 2.1e+00 4.87e-01  2e-01  4e-01 106:13.4
   11    616 2.034197156336866e+01 2.4e+00 4.30e-01  2e-01  3e-01 116:49.0
   12    672 2.059076166231886e+01 2.5e+00 3.76e-01  2e-01  3e-01 127:29.8
   13    728 2.048492370738581e+01 2.4e+00 3.86e-01  2e-01  3e-01 138:05.8
   14    784 2.050128160478313e+01 2.5e+00 3.62e-01  1e-01  2e-01 148:39.4
   15    840 2.042261901229666e+01 2.3e+00 3.76e-01  1e-01  2e-01 159:15.8
   16    896 1.988876367960901e+01 2.6e+00 4.12e-01  1e-01  3e-01 169:53.9
   17    952 1.993070728369836e+01 2.8e+00 3.79e-01  1e-01  2e-01 180:29.9
   18   1008 1.996844425724635e+01 2.5e+00 3.45e-01  1e-01  2e-01 191:05.0
   19   1064 1.995831552617623e+01 2.4e+00 3.47e-01  1e-01  2e-01 201:42.0
   20   1120 1.969342700381501e+01 2.6e+00 3.46e-01  1e-01  2e-01 212:20.9
   21   1176 1.979710647663378e+01 2.8e+00 3.14e-01  9e-02  1e-01 223:00.7
   22   1232 1.974232703842300e+01 2.7e+00 3.31e-01  9e-02  2e-01 233:37.9
   23   1288 1.937213077527548e+01 3.0e+00 3.02e-01  8e-02  1e-01 244:13.9
   24   1344 1.952715962742089e+01 3.0e+00 2.75e-01  7e-02  1e-01 254:46.8
   25   1400 1.945686855797536e+01 3.3e+00 2.73e-01  6e-02  1e-01 265:21.5
   26   1456 1.930766160037350e+01 3.4e+00 2.43e-01  5e-02  9e-02 276:00.5
   27   1512 1.935617168516559e+01 3.4e+00 2.21e-01  4e-02  8e-02 286:37.4
   28   1568 1.936906508032227e+01 3.1e+00 2.25e-01  4e-02  8e-02 297:14.5
   29   1624 1.937802726179219e+01 3.3e+00 2.35e-01  4e-02  8e-02 307:52.6
   30   1680 1.941571281485805e+01 3.3e+00 2.26e-01  4e-02  8e-02 318:31.8
   31   1736 1.931213181389437e+01 3.8e+00 2.26e-01  4e-02  8e-02 329:11.2
   32   1792 1.931892462239243e+01 4.2e+00 2.21e-01  3e-02  7e-02 339:50.4
   33   1848 1.931382776995081e+01 4.1e+00 2.19e-01  3e-02  7e-02 350:27.4
   34   1904 1.930964280828982e+01 4.3e+00 2.26e-01  3e-02  7e-02 361:04.1
   35   1960 1.932898553256888e+01 4.6e+00 1.86e-01  3e-02  6e-02 371:39.0
   36   2016 1.920645656841047e+01 4.5e+00 1.93e-01  2e-02  5e-02 382:15.6
   37   2072 1.917745522335257e+01 4.7e+00 2.19e-01  3e-02  7e-02 392:51.1
   38   2128 1.926452234933707e+01 5.4e+00 2.22e-01  3e-02  6e-02 403:28.6
   39   2184 1.923323946173257e+01 5.2e+00 1.91e-01  2e-02  5e-02 414:04.2
   40   2240 1.924125106981832e+01 5.5e+00 1.67e-01  2e-02  4e-02 424:43.2
   41   2296 1.921088027686888e+01 5.5e+00 1.73e-01  2e-02  4e-02 435:18.6
   42   2352 1.919013510348629e+01 5.6e+00 1.92e-01  2e-02  5e-02 445:52.7
   43   2408 1.917545893202502e+01 5.5e+00 1.96e-01  2e-02  4e-02 456:31.7
   44   2464 1.919586840195936e+01 5.6e+00 1.82e-01  2e-02  4e-02 467:07.6
   45   2520 1.917052248161150e+01 5.7e+00 1.65e-01  2e-02  3e-02 477:41.7
   46   2576 1.917554217430304e+01 5.7e+00 1.55e-01  1e-02  3e-02 488:15.8
   47   2632 1.913809327069983e+01 5.8e+00 1.76e-01  1e-02  3e-02 498:50.2
   48   2688 1.914351795180335e+01 6.1e+00 1.72e-01  1e-02  3e-02 509:25.1
   49   2744 1.914797304830361e+01 6.7e+00 1.69e-01  1e-02  3e-02 519:57.9
   50   2800 1.914609360374155e+01 6.9e+00 1.52e-01  1e-02  2e-02 530:32.0
   51   2856 1.914607417368502e+01 6.8e+00 1.46e-01  1e-02  2e-02 541:05.1
   52   2912 1.913034700058794e+01 6.2e+00 1.68e-01  1e-02  2e-02 551:40.1
   53   2968 1.912851111320772e+01 5.9e+00 1.48e-01  8e-03  2e-02 562:15.0
   54   3024 1.912201834677687e+01 5.9e+00 1.35e-01  7e-03  2e-02 572:48.9
   55   3080 1.912276732207644e+01 6.0e+00 1.34e-01  7e-03  1e-02 583:24.3
   56   3136 1.911611617828711e+01 6.3e+00 1.31e-01  6e-03  1e-02 593:58.6
   57   3192 1.910508359807551e+01 6.5e+00 1.45e-01  7e-03  1e-02 604:34.0
   58   3248 1.910963965185050e+01 6.2e+00 1.35e-01  6e-03  1e-02 615:12.4
   59   3304 1.911417347688361e+01 6.0e+00 1.36e-01  5e-03  1e-02 625:47.4
   60   3360 1.911054952727110e+01 6.3e+00 1.17e-01  4e-03  1e-02 636:25.6
   61   3416 1.910401255995048e+01 6.1e+00 1.16e-01  4e-03  9e-03 647:04.3
   62   3472 1.910338959367346e+01 6.5e+00 1.00e-01  3e-03  7e-03 657:39.8
   63   3528 1.909982124897540e+01 6.5e+00 9.94e-02  3e-03  6e-03 668:15.9
   64   3584 1.910148317923669e+01 6.3e+00 9.34e-02  3e-03  6e-03 678:52.1
   65   3640 1.909715176582521e+01 6.2e+00 8.80e-02  2e-03  5e-03 689:27.1
   66   3696 1.909946863119264e+01 6.2e+00 8.89e-02  2e-03  5e-03 700:04.0
   67   3752 1.909626321384830e+01 6.8e+00 9.50e-02  2e-03  6e-03 710:39.1
   68   3808 1.909711673590447e+01 6.9e+00 9.14e-02  2e-03  5e-03 721:12.6
   69   3864 1.909607098056356e+01 7.3e+00 8.11e-02  2e-03  4e-03 731:48.1
   70   3920 1.909618028619832e+01 7.7e+00 7.48e-02  1e-03  4e-03 742:24.0
   71   3976 1.909459131493514e+01 8.7e+00 7.05e-02  1e-03  4e-03 752:59.2
   72   4032 1.909497361326214e+01 9.8e+00 6.61e-02  1e-03  3e-03 763:34.2
   73   4088 1.909412521095773e+01 1.0e+01 6.28e-02  9e-04  3e-03 774:10.2
   74   4144 1.909438864114463e+01 1.0e+01 6.79e-02  9e-04  3e-03 784:46.1
   75   4200 1.909379791766361e+01 1.0e+01 6.05e-02  8e-04  2e-03 795:22.0
   76   4256 1.909400519340543e+01 1.1e+01 5.71e-02  7e-04  2e-03 805:59.5
   77   4312 1.909379136252990e+01 1.1e+01 5.54e-02  6e-04  2e-03 816:36.2
   78   4368 1.909376549412243e+01 1.2e+01 5.38e-02  6e-04  2e-03 827:12.4
   79   4424 1.909368185249281e+01 1.3e+01 4.73e-02  5e-04  2e-03 837:48.4
   80   4480 1.909370554743952e+01 1.5e+01 4.56e-02  4e-04  1e-03 848:26.1
   81   4536 1.909359893192016e+01 1.6e+01 4.68e-02  4e-04  1e-03 859:00.9
   82   4592 1.909351012370760e+01 1.7e+01 4.50e-02  4e-04  1e-03 869:35.4
   83   4648 1.909341201442556e+01 1.9e+01 4.50e-02  3e-04  1e-03 880:14.8
   84   4704 1.909337884396214e+01 1.8e+01 4.37e-02  3e-04  1e-03 890:50.8
   85   4760 1.909336889510411e+01 1.9e+01 4.59e-02  3e-04  1e-03 901:26.7
   86   4816 1.909331830067696e+01 2.0e+01 3.93e-02  3e-04  9e-04 912:05.1
   87   4872 1.909331985117342e+01 2.0e+01 3.97e-02  3e-04  8e-04 922:40.5
   88   4928 1.909331256348412e+01 2.2e+01 3.52e-02  2e-04  7e-04 933:16.0
   89   4984 1.909329953178668e+01 2.5e+01 3.21e-02  2e-04  6e-04 943:52.9
   90   5040 1.909327025494483e+01 2.7e+01 3.13e-02  2e-04  6e-04 954:26.6
   91   5096 1.909326601517575e+01 3.4e+01 2.88e-02  2e-04  5e-04 965:01.5
   92   5152 1.909327491455295e+01 3.6e+01 2.48e-02  1e-04  4e-04 975:40.4
   93   5208 1.909324825890076e+01 3.9e+01 2.18e-02  1e-04  3e-04 986:15.0
   94   5264 1.909325002257474e+01 4.2e+01 2.23e-02  1e-04  3e-04 996:53.9
   95   5320 1.909323871828775e+01 4.3e+01 1.97e-02  8e-05  3e-04 1007:31.1
   96   5376 1.909324536580019e+01 4.5e+01 1.94e-02  8e-05  3e-04 1018:06.4
   97   5432 1.909324502373087e+01 4.9e+01 1.85e-02  7e-05  2e-04 1028:41.2
   98   5488 1.909324153324788e+01 5.3e+01 1.74e-02  7e-05  2e-04 1039:18.1
   99   5544 1.909323535258357e+01 5.8e+01 1.77e-02  6e-05  2e-04 1049:52.0
  100   5600 1.909323773184547e+01 6.4e+01 1.73e-02  6e-05  2e-04 1060:26.8
  101   5656 1.909323512215513e+01 7.2e+01 1.57e-02  5e-05  2e-04 1071:05.2
  102   5712 1.909323362515367e+01 8.0e+01 1.63e-02  5e-05  2e-04 1081:43.4
  103   5768 1.909323573883495e+01 8.0e+01 1.45e-02  5e-05  2e-04 1092:18.2
  104   5824 1.909323416641820e+01 8.2e+01 1.26e-02  4e-05  1e-04 1102:54.7
  105   5880 1.909323303097018e+01 8.9e+01 1.26e-02  4e-05  1e-04 1113:29.8
  106   5936 1.909323255840901e+01 9.3e+01 1.07e-02  3e-05  1e-04 1124:08.8
  107   5992 1.909323321297439e+01 1.0e+02 1.00e-02  3e-05  8e-05 1134:43.8
  108   6048 1.909323262034640e+01 1.1e+02 1.01e-02  3e-05  8e-05 1145:19.5
  109   6104 1.909323262034071e+01 1.2e+02 1.01e-02  3e-05  8e-05 1155:55.6
  110   6160 1.909323241181760e+01 1.3e+02 9.33e-03  2e-05  7e-05 1166:31.8
  111   6216 1.909323272006253e+01 1.5e+02 9.39e-03  2e-05  7e-05 1177:07.7
  112   6272 1.909323225776006e+01 1.6e+02 8.89e-03  2e-05  6e-05 1187:46.5
  113   6328 1.909323226594671e+01 1.7e+02 8.00e-03  2e-05  5e-05 1198:25.3
  114   6384 1.909323209069040e+01 1.9e+02 6.94e-03  1e-05  5e-05 1209:01.7
  115   6440 1.909323192231161e+01 2.3e+02 6.22e-03  1e-05  4e-05 1219:36.2
  116   6496 1.909323183969446e+01 2.5e+02 6.62e-03  1e-05  4e-05 1230:11.1
  117   6552 1.909323157638634e+01 2.7e+02 6.84e-03  1e-05  4e-05 1240:45.6
  118   6608 1.909323160076623e+01 2.9e+02 5.87e-03  1e-05  3e-05 1251:19.6
  119   6664 1.909323157438983e+01 3.2e+02 5.76e-03  9e-06  3e-05 1261:55.2
  120   6720 1.909323159977054e+01 3.5e+02 5.09e-03  8e-06  3e-05 1272:32.4
  121   6776 1.909323162425312e+01 3.9e+02 4.64e-03  7e-06  2e-05 1283:07.7
  122   6832 1.909323152845417e+01 4.1e+02 4.45e-03  6e-06  2e-05 1293:40.8
  123   6888 1.909323156884175e+01 4.3e+02 3.94e-03  5e-06  2e-05 1304:24.3
  124   6944 1.909323151209307e+01 4.7e+02 4.40e-03  6e-06  2e-05 1315:00.5
  125   7000 1.909323154019844e+01 5.3e+02 4.27e-03  5e-06  2e-05 1325:35.9
  126   7056 1.909323150697585e+01 5.9e+02 4.22e-03  5e-06  2e-05 1336:11.1
  127   7112 1.909323153184517e+01 6.6e+02 3.64e-03  4e-06  1e-05 1346:47.9
  128   7168 1.909323150791833e+01 7.6e+02 3.76e-03  4e-06  1e-05 1357:24.4
  129   7224 1.909323152994035e+01 7.5e+02 3.39e-03  4e-06  1e-05 1367:58.9
  130   7280 1.909323149617693e+01 8.5e+02 3.10e-03  3e-06  1e-05 1378:36.5
  131   7336 1.909323149647861e+01 8.7e+02 3.17e-03  3e-06  1e-05 1389:13.9
  132   7392 1.909323150045375e+01 9.5e+02 2.77e-03  3e-06  9e-06 1399:49.5
  133   7448 1.909323149192265e+01 1.0e+03 2.72e-03  2e-06  8e-06 1410:22.1
  134   7504 1.909323149166100e+01 1.2e+03 2.65e-03  2e-06  7e-06 1420:57.3
