runid: 21342438
CPUs available: 56
Disorder: (0.0005, 10)
Disorder size: 10
Unoptimised score: 24.010524327594567
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=390851, Sat Mar 29 13:27:44 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.216482309454958e+01 1.0e+00 4.31e-01  4e-01  4e-01 10:32.2
    2    112 2.272410402753135e+01 1.3e+00 4.25e-01  3e-01  4e-01 21:06.1
    3    168 2.231205440100209e+01 1.4e+00 4.46e-01  4e-01  4e-01 31:45.5
    4    224 2.197475820585962e+01 1.5e+00 4.63e-01  3e-01  4e-01 42:21.8
    5    280 2.171437654483089e+01 1.6e+00 4.28e-01  3e-01  4e-01 52:56.7
    6    336 2.192950627154935e+01 1.7e+00 4.33e-01  3e-01  4e-01 63:32.7
    7    392 2.241500455783008e+01 1.8e+00 4.14e-01  3e-01  4e-01 74:09.9
    8    448 2.206956782289487e+01 1.9e+00 3.81e-01  2e-01  3e-01 84:47.8
    9    504 2.150844775832595e+01 1.9e+00 4.51e-01  3e-01  4e-01 95:23.9
   10    560 2.228949801522878e+01 2.1e+00 3.86e-01  2e-01  3e-01 105:59.6
   11    616 2.177144212567632e+01 2.1e+00 4.04e-01  2e-01  3e-01 116:36.5
   12    672 2.149565625611545e+01 2.0e+00 3.91e-01  2e-01  3e-01 127:16.7
   13    728 2.145689389156010e+01 2.0e+00 4.21e-01  2e-01  3e-01 137:52.2
   14    784 2.159258785952476e+01 2.2e+00 4.31e-01  2e-01  3e-01 148:31.4
   15    840 2.102792262627321e+01 2.3e+00 3.64e-01  2e-01  2e-01 159:09.9
   16    896 2.134869261458896e+01 2.2e+00 3.63e-01  1e-01  2e-01 169:43.7
   17    952 2.116084224643891e+01 2.3e+00 3.46e-01  1e-01  2e-01 180:16.3
   18   1008 2.120723816508860e+01 2.4e+00 3.59e-01  1e-01  2e-01 190:51.8
   19   1064 2.091127726608021e+01 2.5e+00 3.18e-01  1e-01  2e-01 201:31.3
