% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=967114, Fri Oct 20 11:21:35 2023
1 56 -0.02711684306263757 -0.006935685817846398 0.007091542266228714 0.037377558065162755 0.9483984549043504 0.9566181761552587 0.9604861789579316 0.9710391773882076 0.975084417345747 0.9810121435381758 0.9846788171993082 0.988437308642432 0.9908670450124738 0.9911092693344202 0.9965388361193402 0.9967936096032075 0.9998078351705149 1.0026760332361198 1.0073489907102118 1.0094246088166903 1.0103793338927671 1.0118679150710352 1.0189236014835192 1.0238482225894736 1.0277714413519219 1.035057441638995 1.0471426809613291 1.0561010914915439
2 96 -0.0437554406629206 -0.007575754004986614 0.008984677925809037 0.03876538486525609 0.9273002339805873 0.9560745963007137 0.9638805875413883 0.9663494526310195 0.9725323101932744 0.9776400761285275 0.9824469177147702 0.9891132258323531 0.9902023983405646 0.9924476799394703 0.9952282708347558 0.9983075385887241 1.0001369022509434 1.002414207526608 1.0056622337192258 1.007314267806336 1.0113566955385218 1.014871553249348 1.0184640417422361 1.0268982951406709 1.0315612394164233 1.0410454700020273 1.0540670793344873 1.063366339620703
2 112 -0.02711684306263757 -0.006935685817846398 0.007091542266228714 0.037377558065162755 0.9483984549043504 0.9566181761552587 0.9604861789579316 0.9710391773882076 0.975084417345747 0.9810121435381758 0.9846788171993082 0.988437308642432 0.9908670450124738 0.9911092693344202 0.9965388361193402 0.9967936096032075 0.9998078351705149 1.0026760332361198 1.0073489907102118 1.0094246088166903 1.0103793338927671 1.0118679150710352 1.0189236014835192 1.0238482225894736 1.0277714413519219 1.035057441638995 1.0471426809613291 1.0561010914915439
3 144 -0.0437554406629206 -0.007575754004986614 0.008984677925809037 0.03876538486525609 0.9273002339805873 0.9560745963007137 0.9638805875413883 0.9663494526310195 0.9725323101932744 0.9776400761285275 0.9824469177147702 0.9891132258323531 0.9902023983405646 0.9924476799394703 0.9952282708347558 0.9983075385887241 1.0001369022509434 1.002414207526608 1.0056622337192258 1.007314267806336 1.0113566955385218 1.014871553249348 1.0184640417422361 1.0268982951406709 1.0315612394164233 1.0410454700020273 1.0540670793344873 1.063366339620703
3 168 -0.02711684306263757 -0.006935685817846398 0.007091542266228714 0.037377558065162755 0.9483984549043504 0.9566181761552587 0.9604861789579316 0.9710391773882076 0.975084417345747 0.9810121435381758 0.9846788171993082 0.988437308642432 0.9908670450124738 0.9911092693344202 0.9965388361193402 0.9967936096032075 0.9998078351705149 1.0026760332361198 1.0073489907102118 1.0094246088166903 1.0103793338927671 1.0118679150710352 1.0189236014835192 1.0238482225894736 1.0277714413519219 1.035057441638995 1.0471426809613291 1.0561010914915439
4 192 -0.0437554406629206 -0.007575754004986614 0.008984677925809037 0.03876538486525609 0.9273002339805873 0.9560745963007137 0.9638805875413883 0.9663494526310195 0.9725323101932744 0.9776400761285275 0.9824469177147702 0.9891132258323531 0.9902023983405646 0.9924476799394703 0.9952282708347558 0.9983075385887241 1.0001369022509434 1.002414207526608 1.0056622337192258 1.007314267806336 1.0113566955385218 1.014871553249348 1.0184640417422361 1.0268982951406709 1.0315612394164233 1.0410454700020273 1.0540670793344873 1.063366339620703
4 224 -0.02711684306263757 -0.006935685817846398 0.007091542266228714 0.037377558065162755 0.9483984549043504 0.9566181761552587 0.9604861789579316 0.9710391773882076 0.975084417345747 0.9810121435381758 0.9846788171993082 0.988437308642432 0.9908670450124738 0.9911092693344202 0.9965388361193402 0.9967936096032075 0.9998078351705149 1.0026760332361198 1.0073489907102118 1.0094246088166903 1.0103793338927671 1.0118679150710352 1.0189236014835192 1.0238482225894736 1.0277714413519219 1.035057441638995 1.0471426809613291 1.0561010914915439
5 280 -0.02711684306263757 -0.006935685817846398 0.007091542266228714 0.037377558065162755 0.9483984549043504 0.9566181761552587 0.9604861789579316 0.9710391773882076 0.975084417345747 0.9810121435381758 0.9846788171993082 0.988437308642432 0.9908670450124738 0.9911092693344202 0.9965388361193402 0.9967936096032075 0.9998078351705149 1.0026760332361198 1.0073489907102118 1.0094246088166903 1.0103793338927671 1.0118679150710352 1.0189236014835192 1.0238482225894736 1.0277714413519219 1.035057441638995 1.0471426809613291 1.0561010914915439
5 240 -0.0437554406629206 -0.007575754004986614 0.008984677925809037 0.03876538486525609 0.9273002339805873 0.9560745963007137 0.9638805875413883 0.9663494526310195 0.9725323101932744 0.9776400761285275 0.9824469177147702 0.9891132258323531 0.9902023983405646 0.9924476799394703 0.9952282708347558 0.9983075385887241 1.0001369022509434 1.002414207526608 1.0056622337192258 1.007314267806336 1.0113566955385218 1.014871553249348 1.0184640417422361 1.0268982951406709 1.0315612394164233 1.0410454700020273 1.0540670793344873 1.063366339620703
6 336 -0.02711684306263757 -0.006935685817846398 0.007091542266228714 0.037377558065162755 0.9483984549043504 0.9566181761552587 0.9604861789579316 0.9710391773882076 0.975084417345747 0.9810121435381758 0.9846788171993082 0.988437308642432 0.9908670450124738 0.9911092693344202 0.9965388361193402 0.9967936096032075 0.9998078351705149 1.0026760332361198 1.0073489907102118 1.0094246088166903 1.0103793338927671 1.0118679150710352 1.0189236014835192 1.0238482225894736 1.0277714413519219 1.035057441638995 1.0471426809613291 1.0561010914915439
