runid: 21342441
CPUs available: 56
Disorder: (0.0005, 10)
Disorder size: 10
Unoptimised score: 22.785449540046354
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=321630, Sat Mar 29 13:34:25 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
   19   1064 2.142027681643877e+01 5.4e+00 2.94e-01  8e-02  2e-01 229:05.8
   20   1120 2.144401766947020e+01 5.3e+00 3.43e-01  8e-02  2e-01 241:09.9
   21   1176 2.138369469447140e+01 5.6e+00 3.65e-01  9e-02  2e-01 253:11.5
   22   1232 2.113042322701221e+01 5.6e+00 3.74e-01  9e-02  2e-01 265:13.9
   23   1288 2.132845548431798e+01 5.7e+00 3.32e-01  8e-02  2e-01 277:15.4
   24   1344 2.111265054523445e+01 6.3e+00 3.69e-01  9e-02  2e-01 289:13.9
   25   1400 2.104809525612942e+01 6.7e+00 4.04e-01  1e-01  2e-01 301:17.9
   26   1456 2.092838266167286e+01 7.0e+00 4.32e-01  1e-01  3e-01 313:21.7
   27   1512 2.097825496425634e+01 7.8e+00 4.84e-01  1e-01  3e-01 325:22.4
   28   1568 2.105631519290874e+01 8.0e+00 4.21e-01  1e-01  2e-01 337:25.5
   29   1624 2.089886480986251e+01 8.3e+00 4.13e-01  1e-01  2e-01 349:27.5
   30   1680 2.088900493002000e+01 8.6e+00 4.71e-01  1e-01  3e-01 361:33.8
   31   1736 2.084700449602613e+01 9.1e+00 5.03e-01  1e-01  3e-01 373:40.4
   32   1792 2.082531062853050e+01 8.9e+00 4.47e-01  8e-02  2e-01 385:45.9
   33   1848 2.046144115655483e+01 8.4e+00 4.56e-01  8e-02  2e-01 397:45.4
   34   1904 2.062445151802575e+01 8.6e+00 4.28e-01  7e-02  2e-01 409:47.9
   35   1960 2.054481498974173e+01 8.8e+00 4.19e-01  6e-02  2e-01 421:50.4
   36   2016 2.040393580023905e+01 8.9e+00 4.01e-01  6e-02  2e-01 433:50.7
   37   2072 2.060038386759405e+01 9.5e+00 3.62e-01  5e-02  2e-01 445:51.1
   38   2128 2.042386784695842e+01 9.4e+00 3.56e-01  4e-02  1e-01 457:52.0
   39   2184 2.038170027158727e+01 1.0e+01 3.63e-01  4e-02  2e-01 469:51.6
   40   2240 2.027805492819158e+01 1.1e+01 3.54e-01  4e-02  1e-01 481:55.5
   41   2296 2.023691636457602e+01 1.0e+01 3.36e-01  4e-02  1e-01 493:54.5
   42   2352 2.023551694721177e+01 9.8e+00 2.94e-01  3e-02  1e-01 505:56.0
   43   2408 2.019494201762500e+01 9.6e+00 2.50e-01  3e-02  8e-02 517:57.9
   44   2464 2.013237897820209e+01 1.0e+01 2.39e-01  2e-02  8e-02 530:01.0
   45   2520 2.014105431481533e+01 1.0e+01 2.40e-01  2e-02  7e-02 542:04.0
   46   2576 2.009565766205186e+01 9.4e+00 2.28e-01  2e-02  7e-02 554:03.9
   47   2632 2.011843671790682e+01 9.3e+00 2.32e-01  2e-02  6e-02 566:04.0
   48   2688 2.006086597205058e+01 8.6e+00 2.34e-01  2e-02  6e-02 578:08.9
   49   2744 2.006095761952787e+01 8.0e+00 2.09e-01  1e-02  5e-02 590:09.2
   50   2800 2.002678228963203e+01 8.5e+00 2.29e-01  2e-02  5e-02 602:11.0
   51   2856 2.003509163676071e+01 9.3e+00 2.27e-01  1e-02  5e-02 614:13.6
   52   2912 1.998819661852020e+01 9.2e+00 2.74e-01  2e-02  6e-02 626:18.6
   53   2968 1.999626912834083e+01 9.2e+00 2.60e-01  2e-02  5e-02 638:22.6
   54   3024 1.997218202896817e+01 9.3e+00 2.47e-01  1e-02  5e-02 650:28.2
   55   3080 2.003479518880158e+01 1.0e+01 2.41e-01  1e-02  5e-02 662:33.6
   56   3136 2.001893019122231e+01 1.1e+01 2.32e-01  1e-02  5e-02 674:37.5
   57   3192 1.999440908709628e+01 1.1e+01 2.31e-01  1e-02  5e-02 686:41.8
   58   3248 1.999732913370224e+01 1.1e+01 2.40e-01  1e-02  5e-02 698:46.4
   59   3304 1.996316006614302e+01 1.1e+01 2.13e-01  1e-02  4e-02 710:49.9
   60   3360 1.995507490054158e+01 1.2e+01 1.96e-01  8e-03  4e-02 722:54.9
   61   3416 1.998497010769973e+01 1.3e+01 1.87e-01  7e-03  3e-02 734:58.5
   62   3472 1.997620541319228e+01 1.4e+01 1.77e-01  6e-03  3e-02 747:02.6
   63   3528 1.996591768923492e+01 1.4e+01 1.76e-01  6e-03  3e-02 759:08.1
   64   3584 1.995653215262608e+01 1.6e+01 1.82e-01  6e-03  3e-02 771:13.2
   65   3640 1.994579125860485e+01 1.8e+01 1.90e-01  5e-03  3e-02 783:16.7
   66   3696 1.995392827392732e+01 1.9e+01 1.84e-01  5e-03  3e-02 795:17.4
   67   3752 1.993993782411920e+01 2.0e+01 1.62e-01  4e-03  3e-02 807:18.4
   68   3808 1.994314781871053e+01 2.3e+01 1.39e-01  3e-03  2e-02 819:22.3
   69   3864 1.993160628149029e+01 2.7e+01 1.52e-01  3e-03  3e-02 831:28.7
   70   3920 1.992815391878493e+01 2.9e+01 1.46e-01  3e-03  3e-02 843:30.5
   71   3976 1.993658374791598e+01 2.9e+01 1.32e-01  3e-03  2e-02 855:34.5
   72   4032 1.992728905886759e+01 3.2e+01 1.46e-01  3e-03  3e-02 867:36.9
   73   4088 1.992998096859481e+01 3.7e+01 1.32e-01  2e-03  2e-02 879:42.9
   74   4144 1.992906746551871e+01 3.6e+01 1.19e-01  2e-03  2e-02 891:47.3
   75   4200 1.992806772883089e+01 3.7e+01 1.12e-01  2e-03  2e-02 903:53.0
   76   4256 1.992049964659079e+01 4.0e+01 1.06e-01  2e-03  2e-02 915:59.9
   77   4312 1.992046472971092e+01 4.3e+01 1.02e-01  1e-03  2e-02 928:03.9
   78   4368 1.992005352722653e+01 4.0e+01 1.02e-01  1e-03  1e-02 940:07.2
   79   4424 1.991721781693348e+01 4.2e+01 9.98e-02  1e-03  1e-02 952:14.1
   80   4480 1.991732626991788e+01 4.9e+01 1.00e-01  1e-03  1e-02 964:17.1
   81   4536 1.991490115637253e+01 5.2e+01 1.01e-01  1e-03  1e-02 976:18.2
   82   4592 1.991396998693722e+01 5.6e+01 9.83e-02  1e-03  1e-02 988:23.6
   83   4648 1.991388571222050e+01 5.3e+01 8.97e-02  1e-03  1e-02 1000:26.9
   84   4704 1.991491984517866e+01 5.3e+01 9.17e-02  1e-03  1e-02 1012:28.1
   85   4760 1.991263684657756e+01 5.3e+01 8.56e-02  9e-04  8e-03 1024:30.0
   86   4816 1.991423467913027e+01 5.5e+01 8.03e-02  8e-04  7e-03 1036:32.1
   87   4872 1.991366336384580e+01 5.5e+01 8.10e-02  7e-04  6e-03 1048:38.9
   88   4928 1.991330366655124e+01 5.8e+01 7.45e-02  6e-04  5e-03 1060:40.7
   89   4984 1.991156731891921e+01 6.3e+01 6.85e-02  5e-04  5e-03 1072:43.2
   90   5040 1.991186842389171e+01 7.3e+01 6.18e-02  4e-04  4e-03 1084:46.3
   91   5096 1.991234079792873e+01 8.3e+01 6.14e-02  4e-04  4e-03 1096:50.7
   92   5152 1.991140311699451e+01 9.5e+01 6.51e-02  4e-04  5e-03 1108:54.9
   93   5208 1.991176298997094e+01 1.1e+02 6.77e-02  4e-04  4e-03 1120:57.2
   94   5264 1.991105972335739e+01 1.1e+02 5.78e-02  3e-04  4e-03 1133:00.0
   95   5320 1.991099586958412e+01 1.1e+02 5.58e-02  3e-04  3e-03 1145:04.0
   96   5376 1.991072672024059e+01 1.2e+02 5.65e-02  3e-04  3e-03 1157:11.3
   97   5432 1.991039671224435e+01 1.2e+02 5.80e-02  3e-04  3e-03 1169:15.8
   98   5488 1.991028904589991e+01 1.3e+02 5.75e-02  3e-04  3e-03 1181:20.8
   99   5544 1.991009076382229e+01 1.3e+02 5.40e-02  3e-04  3e-03 1193:23.6
  100   5600 1.991030162249544e+01 1.3e+02 5.05e-02  2e-04  2e-03 1205:24.2
  101   5656 1.991002213181105e+01 1.3e+02 4.50e-02  2e-04  2e-03 1217:27.1
  102   5712 1.990969074282960e+01 1.4e+02 4.15e-02  2e-04  2e-03 1229:31.4
  103   5768 1.990972328321339e+01 1.4e+02 3.80e-02  2e-04  1e-03 1241:35.6
  104   5824 1.990967824175196e+01 1.4e+02 3.33e-02  1e-04  1e-03 1253:36.4
  105   5880 1.990943998546857e+01 1.4e+02 3.57e-02  1e-04  1e-03 1265:35.7
  106   5936 1.990943174358467e+01 1.5e+02 3.60e-02  1e-04  1e-03 1277:40.3
  107   5992 1.990931155610482e+01 1.5e+02 3.95e-02  2e-04  1e-03 1289:42.8
  108   6048 1.990923357939916e+01 1.4e+02 3.89e-02  2e-04  1e-03 1301:44.5
  109   6104 1.990919820537439e+01 1.3e+02 4.27e-02  2e-04  1e-03 1313:44.5
  110   6160 1.990913196492798e+01 1.2e+02 4.65e-02  2e-04  1e-03 1325:45.9
  111   6216 1.990917276825114e+01 1.2e+02 4.49e-02  2e-04  1e-03 1337:46.2
  112   6272 1.990924052258996e+01 1.2e+02 3.92e-02  1e-04  8e-04 1349:46.7
  113   6328 1.990907614593134e+01 1.2e+02 3.87e-02  1e-04  8e-04 1361:46.1
  114   6384 1.990904373313335e+01 1.2e+02 4.00e-02  1e-04  8e-04 1373:45.4
  115   6440 1.990906856275205e+01 1.3e+02 4.03e-02  1e-04  8e-04 1385:49.2
  116   6496 1.990895858926681e+01 1.4e+02 3.99e-02  1e-04  7e-04 1397:52.2
  117   6552 1.990899188636904e+01 1.4e+02 3.68e-02  1e-04  6e-04 1409:56.4
  118   6608 1.990893762470360e+01 1.4e+02 3.46e-02  9e-05  6e-04 1421:57.2
  119   6664 1.990891274846940e+01 1.4e+02 3.28e-02  9e-05  5e-04 1434:01.3
  120   6720 1.990889279304331e+01 1.4e+02 3.37e-02  8e-05  5e-04 1446:06.8
termination on timeout=86400
final/bestever f-value = 1.990889e+01 1.990889e+01 after 6720/6697 evaluations
incumbent solution: [1.0055182481579121, -0.08954589509027668, 0.08606969420851586, -0.0965530768974565, -0.18722037876029482, 0.10985558911303261, -0.10753137738100657, 0.5375010095339473]
std deviation: [0.00021304696375220488, 7.852648405630974e-05, 0.0002797581251163779, 0.00018734935550664524, 0.0004823869785940837, 0.00013851940031623183, 0.0003291092984598408, 0.00017285462363454584]
