runid: 21362543
CPUs available: 56
Disorder: None
Disorder size: None
Unoptimised score: 24.09023936898891
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=945509, Sat Apr  5 07:57:37 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.331371734946913e+01 1.0e+00 4.71e-01  4e-01  5e-01 10:34.1
    2    112 2.191981422669594e+01 1.2e+00 4.14e-01  3e-01  4e-01 21:12.4
    3    168 2.117457193639738e+01 1.4e+00 4.57e-01  4e-01  4e-01 31:49.5
    4    224 2.141423764843839e+01 1.5e+00 4.45e-01  3e-01  4e-01 42:23.3
    5    280 2.070474917578250e+01 1.6e+00 4.06e-01  3e-01  4e-01 53:02.6
    6    336 2.078134496626739e+01 1.5e+00 3.83e-01  2e-01  3e-01 63:37.6
    7    392 2.076405300389600e+01 1.6e+00 3.45e-01  2e-01  3e-01 74:14.1
    8    448 1.985477520242668e+01 1.8e+00 3.71e-01  2e-01  3e-01 84:52.8
    9    504 2.023315971589423e+01 2.1e+00 3.36e-01  1e-01  3e-01 95:28.3
   10    560 2.004496722597731e+01 2.4e+00 3.01e-01  1e-01  2e-01 106:07.4
   11    616 1.975277493396469e+01 2.6e+00 2.83e-01  1e-01  2e-01 116:46.4
   12    672 2.023955721334504e+01 2.9e+00 2.55e-01  8e-02  2e-01 127:24.4
   13    728 1.907120437306984e+01 3.3e+00 2.66e-01  7e-02  2e-01 138:01.1
   14    784 1.953554673747663e+01 3.9e+00 2.79e-01  7e-02  2e-01 148:37.5
   15    840 1.954211082952483e+01 4.6e+00 2.31e-01  5e-02  2e-01 159:15.5
   16    896 1.932854400042145e+01 4.8e+00 2.21e-01  4e-02  2e-01 169:53.6
   17    952 1.909497582769775e+01 5.6e+00 2.39e-01  4e-02  2e-01 180:29.0
   18   1008 1.877921155139448e+01 6.0e+00 2.71e-01  4e-02  2e-01 191:05.3
   19   1064 1.869520672527160e+01 6.5e+00 2.78e-01  4e-02  2e-01 201:43.3
   20   1120 1.867804313877449e+01 6.3e+00 2.50e-01  4e-02  2e-01 212:18.8
   21   1176 1.849060665999376e+01 6.3e+00 2.57e-01  4e-02  2e-01 222:55.4
   22   1232 1.862823860394727e+01 7.3e+00 2.67e-01  4e-02  2e-01 233:35.5
   23   1288 1.865155826354452e+01 8.2e+00 2.56e-01  3e-02  2e-01 244:12.0
   24   1344 1.874177996987780e+01 8.4e+00 2.44e-01  3e-02  2e-01 254:49.3
