runid: 21342424
CPUs available: 56
Disorder: (0.0005, 30)
Disorder size: 30
Unoptimised score: 23.59441606503711
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=259557, Fri Mar 28 13:09:28 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.254623779104604e+01 1.0e+00 4.85e-01  4e-01  5e-01 10:27.2
    2    112 2.205726636789091e+01 1.2e+00 4.33e-01  4e-01  4e-01 20:56.2
    3    168 2.160917319953132e+01 1.3e+00 3.91e-01  3e-01  4e-01 31:22.4
    4    224 2.200772333419803e+01 1.3e+00 4.28e-01  3e-01  5e-01 41:48.5
    5    280 2.225987152987389e+01 1.7e+00 3.41e-01  2e-01  3e-01 52:18.0
    6    336 2.226261217590190e+01 1.8e+00 3.53e-01  2e-01  4e-01 62:45.8
    7    392 2.187054843393505e+01 1.9e+00 3.99e-01  2e-01  4e-01 73:17.6
    8    448 2.191895863537173e+01 2.1e+00 3.61e-01  2e-01  3e-01 83:49.8
    9    504 2.187150367711108e+01 2.1e+00 3.83e-01  2e-01  4e-01 94:17.0
   10    560 2.198269960580501e+01 2.1e+00 3.39e-01  2e-01  3e-01 104:43.4
   11    616 2.187036632064963e+01 2.0e+00 3.46e-01  2e-01  3e-01 115:11.1
   12    672 2.167846727549602e+01 2.2e+00 3.78e-01  2e-01  3e-01 125:39.9
   13    728 2.176197157069653e+01 2.2e+00 3.80e-01  2e-01  2e-01 136:13.3
   14    784 2.177442428504967e+01 2.2e+00 3.60e-01  2e-01  2e-01 146:42.8
   15    840 2.168027954895666e+01 2.1e+00 3.74e-01  2e-01  2e-01 157:11.9
   16    896 2.158329240068787e+01 2.2e+00 3.58e-01  1e-01  2e-01 167:40.5
   17    952 2.160761230339503e+01 2.3e+00 3.75e-01  1e-01  2e-01 178:13.5
   18   1008 2.156984592780480e+01 2.5e+00 3.62e-01  1e-01  2e-01 188:40.7
   19   1064 2.160859663793913e+01 2.7e+00 3.58e-01  1e-01  2e-01 199:10.3
   20   1120 2.160247912736073e+01 2.8e+00 3.11e-01  1e-01  2e-01 209:40.2
   21   1176 2.158542403831555e+01 2.7e+00 2.92e-01  1e-01  2e-01 220:14.1
   22   1232 2.147223723609305e+01 2.7e+00 2.82e-01  9e-02  2e-01 230:45.0
   23   1288 2.149815798055379e+01 3.1e+00 2.72e-01  8e-02  1e-01 241:13.1
   24   1344 2.132061716059188e+01 3.2e+00 3.01e-01  9e-02  2e-01 251:41.2
   25   1400 2.139955354303206e+01 3.0e+00 2.64e-01  7e-02  1e-01 262:10.9
   26   1456 2.141542270244683e+01 3.1e+00 2.53e-01  7e-02  1e-01 272:44.3
   27   1512 2.148788820301649e+01 3.2e+00 2.47e-01  6e-02  1e-01 283:14.6
   28   1568 2.136348373669546e+01 3.4e+00 2.82e-01  6e-02  1e-01 293:47.6
   29   1624 2.129118563712722e+01 3.9e+00 2.94e-01  6e-02  1e-01 304:19.1
   30   1680 2.128445063928389e+01 3.7e+00 3.08e-01  6e-02  1e-01 314:51.4
   31   1736 2.136511333150527e+01 4.3e+00 3.25e-01  6e-02  1e-01 325:21.5
   32   1792 2.132894765609418e+01 4.0e+00 2.95e-01  5e-02  1e-01 335:52.0
   33   1848 2.133028760654487e+01 3.7e+00 2.96e-01  5e-02  1e-01 346:25.9
   34   1904 2.139004404996239e+01 3.8e+00 2.88e-01  4e-02  1e-01 356:54.9
   35   1960 2.129243742218053e+01 3.9e+00 3.01e-01  4e-02  1e-01 367:24.7
   36   2016 2.131160365446069e+01 4.0e+00 2.76e-01  4e-02  1e-01 377:56.5
   37   2072 2.126148593636602e+01 4.4e+00 2.93e-01  3e-02  1e-01 388:28.7
   38   2128 2.122655049258656e+01 5.0e+00 3.03e-01  3e-02  1e-01 398:56.2
   39   2184 2.122059002838618e+01 5.5e+00 2.89e-01  3e-02  1e-01 409:25.8
   40   2240 2.123273675069288e+01 5.7e+00 2.94e-01  3e-02  1e-01 419:57.4
   41   2296 2.124049342723373e+01 6.5e+00 2.71e-01  3e-02  1e-01 430:27.4
   42   2352 2.120482298464136e+01 6.4e+00 2.91e-01  3e-02  1e-01 440:58.3
   43   2408 2.120705791692767e+01 7.0e+00 2.94e-01  2e-02  1e-01 451:28.6
   44   2464 2.117286932173670e+01 7.6e+00 3.17e-01  2e-02  1e-01 461:54.6
   45   2520 2.120117927410330e+01 8.6e+00 3.07e-01  2e-02  1e-01 472:28.8
   46   2576 2.113762977143245e+01 1.0e+01 3.06e-01  2e-02  1e-01 482:58.7
   47   2632 2.114791687183819e+01 1.1e+01 3.35e-01  2e-02  2e-01 493:27.1
   48   2688 2.111603640723330e+01 1.3e+01 3.32e-01  2e-02  2e-01 503:58.9
   49   2744 2.117548164788820e+01 1.3e+01 2.92e-01  2e-02  1e-01 514:30.1
   50   2800 2.114930497265840e+01 1.3e+01 2.56e-01  2e-02  1e-01 524:59.7
   51   2856 2.116933422671215e+01 1.3e+01 2.58e-01  2e-02  9e-02 535:27.7
   52   2912 2.111161435985493e+01 1.3e+01 2.44e-01  1e-02  9e-02 545:55.2
   53   2968 2.114045550851240e+01 1.3e+01 2.43e-01  1e-02  8e-02 556:24.0
   54   3024 2.111898526946031e+01 1.3e+01 2.56e-01  1e-02  9e-02 566:54.7
   55   3080 2.108401750113570e+01 1.5e+01 2.93e-01  2e-02  1e-01 577:23.8
   56   3136 2.111334888069159e+01 1.6e+01 3.03e-01  1e-02  1e-01 587:51.3
   57   3192 2.113861524213146e+01 1.5e+01 2.98e-01  1e-02  1e-01 598:19.1
   58   3248 2.112171398829111e+01 1.5e+01 2.66e-01  1e-02  9e-02 608:50.9
   59   3304 2.111194817243990e+01 1.6e+01 2.69e-01  1e-02  9e-02 619:17.3
   60   3360 2.107730699006542e+01 1.6e+01 2.74e-01  1e-02  9e-02 629:43.9
   61   3416 2.107176062043447e+01 1.7e+01 2.45e-01  9e-03  7e-02 640:09.9
   62   3472 2.109408996854020e+01 1.7e+01 2.60e-01  9e-03  8e-02 650:40.0
   63   3528 2.109324543861486e+01 1.9e+01 2.32e-01  7e-03  7e-02 661:08.6
   64   3584 2.108175229077908e+01 2.0e+01 2.26e-01  7e-03  7e-02 671:40.9
   65   3640 2.107114658499481e+01 2.0e+01 2.27e-01  6e-03  7e-02 682:09.8
   66   3696 2.109230397008331e+01 2.1e+01 2.30e-01  6e-03  7e-02 692:39.0
   67   3752 2.107397425582470e+01 2.1e+01 2.26e-01  5e-03  6e-02 703:08.5
   68   3808 2.107498630798756e+01 2.0e+01 2.20e-01  5e-03  6e-02 713:37.7
   69   3864 2.105858981088757e+01 1.9e+01 2.20e-01  5e-03  5e-02 724:06.5
   70   3920 2.106094390055589e+01 1.9e+01 2.52e-01  5e-03  6e-02 734:35.2
   71   3976 2.105189685084571e+01 1.9e+01 2.50e-01  5e-03  6e-02 745:03.8
   72   4032 2.105366926299482e+01 1.8e+01 2.56e-01  5e-03  5e-02 755:34.7
   73   4088 2.105897881002049e+01 1.8e+01 2.41e-01  4e-03  4e-02 766:01.7
   74   4144 2.105516120554977e+01 1.7e+01 2.08e-01  3e-03  3e-02 776:32.6
   75   4200 2.104675347506664e+01 1.8e+01 1.89e-01  3e-03  3e-02 787:01.3
   76   4256 2.104797033136737e+01 1.8e+01 2.11e-01  3e-03  3e-02 797:27.6
