runid: 21342442
CPUs available: 56
Disorder: (0.0005, 10)
Disorder size: 10
Unoptimised score: 23.75773369750001
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=361313, Sat Mar 29 15:14:27 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.299563906038317e+01 1.0e+00 4.14e-01  4e-01  4e-01 10:38.2
    2    112 2.218392376991687e+01 1.3e+00 3.97e-01  3e-01  4e-01 21:14.4
    3    168 2.255610215743313e+01 1.3e+00 3.97e-01  3e-01  4e-01 31:53.7
    4    224 2.216754287739468e+01 1.3e+00 4.21e-01  3e-01  4e-01 42:32.0
    5    280 2.209624313629684e+01 1.4e+00 4.30e-01  3e-01  4e-01 53:11.2
    6    336 2.233009325246336e+01 1.4e+00 4.19e-01  3e-01  4e-01 63:45.2
    7    392 2.240294559140953e+01 1.5e+00 3.99e-01  2e-01  3e-01 74:22.0
    8    448 2.213586083822348e+01 1.5e+00 4.17e-01  2e-01  3e-01 85:01.3
    9    504 2.215421787761271e+01 1.7e+00 4.12e-01  2e-01  4e-01 95:37.7
   10    560 2.226082100969604e+01 1.9e+00 4.15e-01  2e-01  3e-01 106:14.0
   11    616 2.207083240659994e+01 2.0e+00 3.79e-01  2e-01  3e-01 116:49.8
   12    672 2.204701157140336e+01 2.0e+00 3.59e-01  2e-01  3e-01 127:29.8
   13    728 2.178381517367220e+01 2.2e+00 3.35e-01  1e-01  3e-01 138:05.7
   14    784 2.127214128685065e+01 2.3e+00 3.55e-01  2e-01  3e-01 148:39.2
   15    840 2.157411551633269e+01 2.3e+00 3.39e-01  1e-01  2e-01 159:17.0
   16    896 2.175138018229537e+01 2.4e+00 3.59e-01  1e-01  2e-01 169:56.1
   17    952 2.152100171267982e+01 2.7e+00 3.24e-01  1e-01  2e-01 180:30.7
   18   1008 2.125944385046126e+01 2.5e+00 3.12e-01  1e-01  2e-01 191:07.2
   19   1064 2.139420510134084e+01 2.5e+00 3.15e-01  1e-01  2e-01 201:44.9
   20   1120 2.132494156229593e+01 2.6e+00 2.91e-01  8e-02  2e-01 212:22.2
   21   1176 2.121079793960607e+01 2.5e+00 2.69e-01  7e-02  2e-01 222:57.7
   22   1232 2.117261601547115e+01 2.8e+00 2.48e-01  6e-02  1e-01 233:34.4
   23   1288 2.117404628155999e+01 2.9e+00 2.53e-01  6e-02  1e-01 244:13.7
   24   1344 2.114647782907545e+01 2.9e+00 2.48e-01  5e-02  1e-01 254:50.0
   25   1400 2.112204955422262e+01 3.0e+00 2.21e-01  4e-02  1e-01 265:27.8
   26   1456 2.111590849723631e+01 3.4e+00 2.09e-01  4e-02  1e-01 276:04.9
   27   1512 2.105931220979142e+01 3.8e+00 1.84e-01  3e-02  8e-02 286:41.4
   28   1568 2.099214271793327e+01 4.1e+00 1.80e-01  3e-02  8e-02 297:16.8
   29   1624 2.107185932892503e+01 4.5e+00 1.73e-01  2e-02  7e-02 307:52.1
   30   1680 2.102762094295479e+01 4.9e+00 1.80e-01  2e-02  8e-02 318:26.7
   31   1736 2.102798914526622e+01 5.3e+00 1.79e-01  2e-02  7e-02 329:04.0
   32   1792 2.104777527748754e+01 5.8e+00 1.79e-01  2e-02  7e-02 339:38.2
   33   1848 2.102860543998556e+01 5.5e+00 1.60e-01  2e-02  6e-02 350:15.8
   34   1904 2.095928974570009e+01 5.5e+00 1.44e-01  1e-02  5e-02 360:50.9
   35   1960 2.094785286001975e+01 5.7e+00 1.48e-01  1e-02  5e-02 371:31.0
   36   2016 2.093409514064390e+01 6.1e+00 1.50e-01  1e-02  5e-02 382:11.4
   37   2072 2.095014603462167e+01 6.1e+00 1.30e-01  1e-02  4e-02 392:49.3
   38   2128 2.094035417910947e+01 5.8e+00 1.21e-01  9e-03  4e-02 403:31.3
   39   2184 2.092217716211485e+01 6.5e+00 1.12e-01  8e-03  3e-02 414:06.1
   40   2240 2.091775131414582e+01 7.4e+00 1.13e-01  8e-03  3e-02 424:44.8
   41   2296 2.091350499761109e+01 8.3e+00 9.55e-02  6e-03  2e-02 435:21.0
