runid: 21342423
CPUs available: 56
Disorder: (0.0005, 30)
Disorder size: 30
Unoptimised score: 23.026740692025545
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=216419, Fri Mar 28 13:08:00 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
   41   2296 2.033351256613208e+01 2.5e+01 1.72e-01  1e-02  7e-02 438:09.6
   42   2352 2.033565309441164e+01 2.4e+01 1.74e-01  1e-02  7e-02 448:51.1
   43   2408 2.031999015222119e+01 2.3e+01 1.68e-01  1e-02  7e-02 459:32.7
   44   2464 2.033562164910752e+01 2.2e+01 1.82e-01  1e-02  7e-02 470:11.4
   45   2520 2.032231365818729e+01 2.1e+01 2.07e-01  1e-02  8e-02 480:49.2
   46   2576 2.032370210054485e+01 2.3e+01 1.93e-01  1e-02  7e-02 491:28.7
   47   2632 2.032039132323734e+01 2.2e+01 1.92e-01  1e-02  7e-02 502:12.1
   48   2688 2.031965716458716e+01 2.2e+01 1.83e-01  8e-03  6e-02 512:53.4
   49   2744 2.031756947261961e+01 2.1e+01 1.65e-01  7e-03  5e-02 523:35.1
   50   2800 2.031438255801190e+01 1.9e+01 1.57e-01  6e-03  4e-02 534:19.9
   51   2856 2.031076252021636e+01 2.0e+01 1.81e-01  6e-03  5e-02 545:00.9
   52   2912 2.031568311186819e+01 2.0e+01 1.75e-01  6e-03  5e-02 555:37.9
   53   2968 2.030583226694138e+01 1.9e+01 1.65e-01  5e-03  4e-02 566:18.4
   54   3024 2.030834086817583e+01 1.9e+01 1.66e-01  5e-03  4e-02 576:56.4
   55   3080 2.030522711324930e+01 2.0e+01 1.53e-01  4e-03  4e-02 587:40.8
   56   3136 2.030766046048906e+01 2.3e+01 1.66e-01  4e-03  4e-02 598:21.1
   57   3192 2.030836839817336e+01 2.3e+01 1.52e-01  4e-03  3e-02 609:02.8
   58   3248 2.030493739714130e+01 2.5e+01 1.55e-01  4e-03  3e-02 619:40.6
   59   3304 2.030338242803748e+01 2.7e+01 1.55e-01  4e-03  3e-02 630:21.8
   60   3360 2.030436185038485e+01 2.7e+01 1.55e-01  4e-03  3e-02 641:01.6
   61   3416 2.029987566161270e+01 2.8e+01 1.62e-01  4e-03  3e-02 651:39.0
   62   3472 2.030179716456353e+01 2.9e+01 1.53e-01  3e-03  3e-02 662:19.7
   63   3528 2.029913040089223e+01 2.9e+01 1.38e-01  3e-03  2e-02 672:56.1
   64   3584 2.029916907828422e+01 2.8e+01 1.28e-01  2e-03  2e-02 683:33.5
   65   3640 2.029924427099727e+01 2.7e+01 1.20e-01  2e-03  2e-02 694:13.3
   66   3696 2.029861054001010e+01 2.7e+01 1.05e-01  2e-03  2e-02 704:52.8
   67   3752 2.029860741389422e+01 2.6e+01 9.27e-02  1e-03  1e-02 715:35.3
   68   3808 2.029740385860970e+01 2.6e+01 9.61e-02  1e-03  1e-02 726:13.8
   69   3864 2.029789508226143e+01 2.6e+01 9.00e-02  1e-03  1e-02 736:55.4
   70   3920 2.029737953827395e+01 2.5e+01 7.98e-02  1e-03  1e-02 747:31.8
   71   3976 2.029712619923518e+01 2.6e+01 9.78e-02  1e-03  1e-02 758:13.0
   72   4032 2.029712036036386e+01 2.6e+01 9.37e-02  1e-03  1e-02 768:51.2
   73   4088 2.029741840781680e+01 2.6e+01 9.38e-02  1e-03  1e-02 779:30.6
   74   4144 2.029663807693297e+01 2.5e+01 8.84e-02  1e-03  9e-03 790:13.8
   75   4200 2.029673822507729e+01 2.5e+01 8.62e-02  9e-04  9e-03 800:55.5
   76   4256 2.029684785090811e+01 2.7e+01 8.03e-02  8e-04  9e-03 811:32.3
   77   4312 2.029683157813993e+01 2.9e+01 7.71e-02  7e-04  8e-03 822:12.4
   78   4368 2.029649745050465e+01 3.0e+01 7.44e-02  7e-04  8e-03 832:52.8
   79   4424 2.029666778460586e+01 3.3e+01 7.63e-02  7e-04  8e-03 843:32.7
   80   4480 2.029650225774616e+01 3.7e+01 6.77e-02  6e-04  7e-03 854:12.1
   81   4536 2.029643624105238e+01 3.9e+01 6.48e-02  6e-04  7e-03 864:50.6
   82   4592 2.029655620345584e+01 4.5e+01 6.13e-02  5e-04  6e-03 875:32.0
   83   4648 2.029647323907686e+01 4.9e+01 5.93e-02  4e-04  6e-03 886:07.2
   84   4704 2.029636382170398e+01 5.4e+01 5.59e-02  4e-04  5e-03 896:48.7
   85   4760 2.029633936739703e+01 6.1e+01 5.88e-02  4e-04  6e-03 907:26.5
   86   4816 2.029629087553450e+01 7.0e+01 5.61e-02  3e-04  5e-03 918:06.8
   87   4872 2.029628719113111e+01 7.4e+01 5.49e-02  3e-04  5e-03 928:45.5
   88   4928 2.029632690438897e+01 7.5e+01 5.42e-02  3e-04  5e-03 939:26.2
   89   4984 2.029631207568339e+01 8.0e+01 4.88e-02  3e-04  4e-03 950:08.8
   90   5040 2.029626235336145e+01 8.7e+01 4.83e-02  3e-04  4e-03 960:47.3
   91   5096 2.029626765773047e+01 9.1e+01 4.40e-02  2e-04  3e-03 971:25.6
   92   5152 2.029625829544104e+01 9.3e+01 3.94e-02  2e-04  3e-03 982:05.0
   93   5208 2.029625825351138e+01 1.0e+02 3.64e-02  2e-04  3e-03 992:45.1
   94   5264 2.029624213586993e+01 1.2e+02 3.47e-02  2e-04  2e-03 1003:27.1
   95   5320 2.029623759543147e+01 1.2e+02 3.29e-02  2e-04  2e-03 1014:06.3
   96   5376 2.029623654486277e+01 1.3e+02 3.06e-02  1e-04  2e-03 1024:45.2
   97   5432 2.029623386659805e+01 1.4e+02 2.91e-02  1e-04  2e-03 1035:23.3
   98   5488 2.029622038438692e+01 1.4e+02 2.68e-02  1e-04  1e-03 1046:05.8
   99   5544 2.029622424440167e+01 1.5e+02 2.29e-02  8e-05  1e-03 1056:45.6
  100   5600 2.029622072202712e+01 1.8e+02 2.14e-02  7e-05  1e-03 1067:26.0
  101   5656 2.029622061546191e+01 2.0e+02 1.97e-02  6e-05  1e-03 1078:05.3
  102   5712 2.029621989839825e+01 2.0e+02 1.66e-02  5e-05  8e-04 1088:47.8
  103   5768 2.029622012556765e+01 2.0e+02 1.67e-02  5e-05  8e-04 1099:30.4
  104   5824 2.029621892936284e+01 2.3e+02 1.70e-02  4e-05  8e-04 1110:08.5
  105   5880 2.029621851055165e+01 2.4e+02 1.49e-02  4e-05  7e-04 1120:43.3
  106   5936 2.029621778884977e+01 2.7e+02 1.29e-02  3e-05  5e-04 1131:26.0
  107   5992 2.029621556058941e+01 3.0e+02 1.33e-02  3e-05  5e-04 1142:04.5
  108   6048 2.029621538684651e+01 3.3e+02 1.38e-02  3e-05  5e-04 1152:48.1
  109   6104 2.029621530477358e+01 3.7e+02 1.29e-02  3e-05  5e-04 1163:29.9
  110   6160 2.029621650007655e+01 4.1e+02 1.30e-02  3e-05  4e-04 1174:09.6
  111   6216 2.029621542854410e+01 4.5e+02 1.27e-02  3e-05  4e-04 1184:45.7
  112   6272 2.029621485636796e+01 4.7e+02 1.26e-02  2e-05  4e-04 1195:24.8
  113   6328 2.029621541039084e+01 5.5e+02 1.19e-02  2e-05  4e-04 1206:06.5
  114   6384 2.029621484789864e+01 5.9e+02 1.17e-02  2e-05  4e-04 1216:47.9
  115   6440 2.029621520301461e+01 6.8e+02 1.09e-02  2e-05  3e-04 1227:24.4
  116   6496 2.029621490083323e+01 7.5e+02 1.04e-02  2e-05  3e-04 1238:03.4
  117   6552 2.029621448452560e+01 7.6e+02 1.02e-02  2e-05  3e-04 1248:43.2
  118   6608 2.029621482866957e+01 8.3e+02 9.35e-03  1e-05  2e-04 1259:23.9
  119   6664 2.029621453341936e+01 8.3e+02 8.70e-03  1e-05  2e-04 1270:04.4
  120   6720 2.029621464336355e+01 9.2e+02 9.87e-03  1e-05  2e-04 1280:45.5
  121   6776 2.029621459933231e+01 9.7e+02 8.67e-03  1e-05  2e-04 1291:24.6
  122   6832 2.029621443312882e+01 1.0e+03 9.10e-03  1e-05  2e-04 1302:05.5
  123   6888 2.029621433156042e+01 1.1e+03 8.09e-03  1e-05  2e-04 1312:44.5
  124   6944 2.029621435718049e+01 1.2e+03 7.76e-03  9e-06  2e-04 1323:26.3
  125   7000 2.029621443905740e+01 1.4e+03 7.49e-03  9e-06  1e-04 1334:04.5
  126   7056 2.029621432018842e+01 1.4e+03 7.11e-03  8e-06  1e-04 1344:43.5
  127   7112 2.029621431536968e+01 1.6e+03 6.11e-03  7e-06  1e-04 1355:22.0
  128   7168 2.029621428180593e+01 1.8e+03 5.80e-03  6e-06  1e-04 1366:02.6
  129   7224 2.029621430492027e+01 1.9e+03 5.29e-03  5e-06  9e-05 1376:41.9
  130   7280 2.029621427182298e+01 2.0e+03 5.14e-03  5e-06  8e-05 1387:21.3
  131   7336 2.029621428138615e+01 2.1e+03 4.92e-03  4e-06  7e-05 1398:03.2
  132   7392 2.029621425765905e+01 2.0e+03 4.23e-03  3e-06  6e-05 1408:41.5
  133   7448 2.029621427121377e+01 2.2e+03 4.14e-03  3e-06  6e-05 1419:22.5
  134   7504 2.029621425231727e+01 2.5e+03 4.49e-03  4e-06  6e-05 1430:02.9
  135   7560 2.029621423325199e+01 2.7e+03 4.61e-03  4e-06  6e-05 1440:46.4
termination on timeout=86400
final/bestever f-value = 2.029621e+01 2.029621e+01 after 7560/7558 evaluations
incumbent solution: [0.9267919324049291, 0.192066175852079, -0.11686061354403114, -0.23984893230571228, -0.42746466988114545, -0.4275416311821276, 0.5558986770082555, -0.03847682897763543]
std deviation: [3.7513656290935745e-05, 3.593155854257802e-06, 3.925747634682062e-05, 3.4915929660628434e-05, 2.1951957777712897e-05, 6.185475796471969e-06, 6.087643761009801e-05, 2.552881558556327e-05]
