runid: 21342430
CPUs available: 56
Disorder: (0.0005, 40)
Disorder size: 40
Unoptimised score: 22.875977335483693
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=323611, Fri Mar 28 14:57:58 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.176026364066850e+01 1.0e+00 4.51e-01  4e-01  4e-01 12:03.2
    2    112 2.139959831654591e+01 1.2e+00 4.20e-01  3e-01  4e-01 24:08.7
    3    168 2.102633799683871e+01 1.3e+00 4.12e-01  3e-01  4e-01 36:14.4
    4    224 2.108098014560273e+01 1.5e+00 4.54e-01  3e-01  4e-01 48:21.8
    5    280 2.048650732883482e+01 1.6e+00 4.56e-01  3e-01  4e-01 60:28.4
    6    336 2.120958681683573e+01 1.8e+00 4.24e-01  2e-01  4e-01 72:37.4
    7    392 2.087044293949655e+01 1.9e+00 3.91e-01  2e-01  3e-01 84:42.5
    8    448 2.034047406452288e+01 2.1e+00 3.88e-01  2e-01  3e-01 96:46.8
    9    504 2.041413731874953e+01 2.5e+00 3.86e-01  1e-01  3e-01 108:50.4
   10    560 2.086062752284921e+01 2.7e+00 3.49e-01  1e-01  3e-01 120:54.3
   11    616 2.034214862076331e+01 3.0e+00 3.73e-01  1e-01  3e-01 132:57.7
   12    672 2.032103889536563e+01 3.4e+00 3.50e-01  1e-01  3e-01 145:03.5
   13    728 2.027492741676806e+01 3.5e+00 3.09e-01  7e-02  2e-01 157:10.0
   14    784 2.010087809797707e+01 4.3e+00 3.01e-01  6e-02  2e-01 169:16.4
   15    840 1.991095806182787e+01 4.7e+00 3.25e-01  6e-02  3e-01 181:22.6
   16    896 1.973965460804958e+01 6.4e+00 3.28e-01  5e-02  3e-01 193:27.3
   17    952 1.972054630981611e+01 7.0e+00 3.33e-01  5e-02  3e-01 205:34.4
   18   1008 1.969445419458997e+01 7.6e+00 3.51e-01  5e-02  3e-01 217:38.1
   19   1064 1.952977118652343e+01 8.8e+00 3.56e-01  5e-02  3e-01 229:44.5
   20   1120 1.976241299524106e+01 9.3e+00 3.22e-01  4e-02  2e-01 241:50.0
   21   1176 1.962736374967530e+01 9.5e+00 3.21e-01  4e-02  2e-01 253:59.2
   22   1232 1.942427389484112e+01 1.0e+01 3.30e-01  4e-02  2e-01 266:06.9
   23   1288 1.941693417825716e+01 1.2e+01 3.15e-01  3e-02  2e-01 278:12.3
   24   1344 1.870057201571437e+01 1.2e+01 3.49e-01  3e-02  2e-01 290:17.7
   25   1400 1.945505142701397e+01 1.1e+01 3.55e-01  3e-02  2e-01 302:22.7
   26   1456 1.923902756180427e+01 1.1e+01 3.49e-01  3e-02  2e-01 314:27.5
   27   1512 1.923794400639215e+01 1.0e+01 3.13e-01  2e-02  2e-01 326:33.5
   28   1568 1.901186722151908e+01 1.0e+01 3.15e-01  2e-02  2e-01 338:40.0
   29   1624 1.914110454435699e+01 1.0e+01 3.01e-01  2e-02  1e-01 350:48.6
   30   1680 1.901174514369600e+01 9.2e+00 3.08e-01  2e-02  1e-01 362:54.6
   31   1736 1.896110519751873e+01 9.5e+00 3.09e-01  2e-02  1e-01 375:01.2
   32   1792 1.891885994562921e+01 1.0e+01 3.08e-01  2e-02  1e-01 387:07.5
   33   1848 1.898511551488120e+01 9.8e+00 2.86e-01  2e-02  1e-01 399:20.9
