runid: 21342444
CPUs available: 56
Disorder: (0.0005, 1)
Disorder size: 1
Unoptimised score: 23.086511540173404
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=461721, Sun Mar 30 14:31:39 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.164779707577902e+01 1.0e+00 4.47e-01  4e-01  4e-01 10:28.4
    2    112 2.154739270699703e+01 1.2e+00 4.24e-01  4e-01  4e-01 20:57.3
    3    168 2.160946255834503e+01 1.3e+00 4.04e-01  3e-01  4e-01 31:25.6
    4    224 2.153626268199121e+01 1.5e+00 4.26e-01  3e-01  4e-01 41:55.1
    5    280 2.143787444907783e+01 1.6e+00 4.27e-01  3e-01  4e-01 52:24.4
    6    336 2.101171444520523e+01 1.7e+00 4.42e-01  3e-01  4e-01 62:53.9
    7    392 2.127348884016345e+01 1.9e+00 4.04e-01  2e-01  4e-01 73:21.6
    8    448 2.136410044694036e+01 2.0e+00 3.47e-01  2e-01  3e-01 83:51.7
    9    504 2.109858571264704e+01 2.1e+00 3.86e-01  2e-01  3e-01 94:21.6
   10    560 2.112658426058579e+01 1.9e+00 3.55e-01  2e-01  3e-01 104:51.5
   11    616 2.097424227018978e+01 2.0e+00 3.27e-01  2e-01  3e-01 115:19.2
   12    672 2.078673700240413e+01 2.0e+00 3.43e-01  2e-01  3e-01 125:50.6
   13    728 2.106232692160537e+01 2.1e+00 3.76e-01  2e-01  3e-01 136:25.2
   14    784 2.105822975837435e+01 2.2e+00 3.71e-01  2e-01  3e-01 146:58.7
   15    840 2.096078545309190e+01 2.2e+00 3.46e-01  1e-01  3e-01 157:27.5
   16    896 2.076706911415405e+01 2.5e+00 3.52e-01  1e-01  3e-01 167:56.4
   17    952 2.079268667242762e+01 2.5e+00 3.34e-01  1e-01  2e-01 178:26.3
   18   1008 2.049525239584248e+01 2.5e+00 3.30e-01  1e-01  3e-01 188:58.5
   19   1064 2.024834850170479e+01 2.9e+00 2.90e-01  1e-01  2e-01 199:33.4
   20   1120 2.056470502184937e+01 3.2e+00 2.90e-01  8e-02  2e-01 210:02.5
   21   1176 2.056421322414564e+01 3.8e+00 3.05e-01  8e-02  2e-01 220:33.5
   22   1232 2.051412287544262e+01 3.9e+00 3.08e-01  9e-02  2e-01 231:08.3
   23   1288 2.055486801974006e+01 3.6e+00 2.81e-01  8e-02  2e-01 241:40.0
   24   1344 2.047825415167374e+01 3.9e+00 2.54e-01  7e-02  2e-01 252:12.3
   25   1400 2.045167153829378e+01 4.2e+00 2.83e-01  7e-02  2e-01 262:43.0
   26   1456 2.041276091585013e+01 4.4e+00 2.79e-01  7e-02  2e-01 273:12.2
   27   1512 2.060685271180645e+01 5.0e+00 2.81e-01  6e-02  2e-01 283:40.9
   28   1568 2.052597164408122e+01 5.4e+00 2.63e-01  5e-02  2e-01 294:09.9
   29   1624 2.049235560110403e+01 5.9e+00 2.72e-01  5e-02  2e-01 304:41.9
   30   1680 2.035937126384225e+01 6.5e+00 2.62e-01  5e-02  2e-01 315:16.0
   31   1736 2.038176595310500e+01 6.9e+00 2.66e-01  5e-02  2e-01 325:47.4
   32   1792 2.021107438285090e+01 6.2e+00 2.54e-01  5e-02  2e-01 336:21.6
   33   1848 2.025806930612472e+01 6.6e+00 2.77e-01  6e-02  2e-01 346:51.6
   34   1904 2.026035921796232e+01 7.8e+00 2.73e-01  6e-02  2e-01 357:25.5
   35   1960 2.013921773584948e+01 7.5e+00 2.74e-01  5e-02  2e-01 367:58.6
   36   2016 2.007569779916005e+01 7.3e+00 3.05e-01  6e-02  2e-01 378:28.4
   37   2072 1.999649091952192e+01 7.0e+00 3.23e-01  6e-02  2e-01 388:58.7
   38   2128 1.998456533891579e+01 7.2e+00 2.95e-01  5e-02  1e-01 399:27.3
   39   2184 2.009267037830887e+01 7.2e+00 2.93e-01  4e-02  1e-01 410:00.1
   40   2240 2.011607311115512e+01 7.2e+00 2.56e-01  4e-02  1e-01 420:33.4
