runid: 21342435
CPUs available: 56
Disorder: (0.0005, 20)
Disorder size: 20
Unoptimised score: 24.187272821120157
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=319333, Sat Mar 29 13:22:25 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.291073439184287e+01 1.0e+00 4.40e-01  4e-01  4e-01 10:40.2
    2    112 2.268847290646257e+01 1.2e+00 4.26e-01  3e-01  4e-01 21:21.4
    3    168 2.180064579503116e+01 1.4e+00 3.93e-01  3e-01  4e-01 32:04.3
    4    224 2.162932878254358e+01 1.5e+00 3.82e-01  3e-01  3e-01 42:45.7
    5    280 2.136300068357155e+01 1.6e+00 3.83e-01  2e-01  3e-01 53:28.7
    6    336 2.179004894041924e+01 1.7e+00 3.60e-01  2e-01  3e-01 64:11.4
    7    392 2.185975920256820e+01 1.7e+00 3.42e-01  2e-01  3e-01 74:57.1
    8    448 2.127841215805767e+01 1.7e+00 3.23e-01  2e-01  3e-01 85:43.5
    9    504 2.134733454044673e+01 1.9e+00 3.47e-01  2e-01  3e-01 96:26.3
   10    560 2.124709352724264e+01 2.1e+00 3.19e-01  1e-01  3e-01 107:14.3
   11    616 2.113996137350837e+01 2.3e+00 2.91e-01  1e-01  2e-01 117:55.2
   12    672 2.110240161596478e+01 2.5e+00 2.83e-01  1e-01  2e-01 128:44.8
   13    728 2.145812638651159e+01 2.8e+00 2.68e-01  9e-02  2e-01 139:27.1
   14    784 2.065409676867645e+01 3.1e+00 2.66e-01  8e-02  2e-01 150:09.7
   15    840 2.129067855426688e+01 3.6e+00 2.60e-01  7e-02  2e-01 160:49.8
   16    896 2.105151869492630e+01 4.0e+00 2.46e-01  6e-02  2e-01 171:33.0
   17    952 2.110287629196510e+01 4.0e+00 2.44e-01  5e-02  2e-01 182:18.4
   18   1008 2.096939718268023e+01 4.2e+00 2.62e-01  6e-02  2e-01 193:02.5
   19   1064 2.088397401871126e+01 3.8e+00 2.53e-01  5e-02  2e-01 203:43.2
   20   1120 2.085395861071462e+01 3.8e+00 2.33e-01  4e-02  2e-01 214:25.2
   21   1176 2.077375214262489e+01 3.9e+00 2.04e-01  3e-02  1e-01 225:07.9
   22   1232 2.066209485697571e+01 4.2e+00 1.93e-01  3e-02  1e-01 235:46.0
   23   1288 2.073968194187066e+01 4.5e+00 1.73e-01  2e-02  1e-01 246:29.4
   24   1344 2.054433546559310e+01 4.8e+00 1.85e-01  2e-02  1e-01 257:11.4
   25   1400 2.065105865375540e+01 5.3e+00 1.81e-01  2e-02  1e-01 267:53.2
   26   1456 2.058505382657514e+01 5.7e+00 1.59e-01  2e-02  1e-01 278:32.5
   27   1512 2.047971690907345e+01 6.8e+00 1.67e-01  2e-02  1e-01 289:15.2
