runid: 21342440
CPUs available: 56
Disorder: (0.0005, 10)
Disorder size: 10
Unoptimised score: 23.915896092342372
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=345779, Sat Mar 29 13:33:14 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.267161913740592e+01 1.0e+00 4.61e-01  4e-01  4e-01 10:28.1
    2    112 2.286883477430863e+01 1.3e+00 4.22e-01  4e-01  4e-01 21:00.4
    3    168 2.241291897425832e+01 1.3e+00 4.23e-01  3e-01  4e-01 31:31.4
    4    224 2.224551430930030e+01 1.4e+00 4.12e-01  3e-01  4e-01 42:03.8
    5    280 2.271223294172303e+01 1.4e+00 3.91e-01  3e-01  3e-01 52:35.3
    6    336 2.252952978640621e+01 1.6e+00 4.07e-01  3e-01  3e-01 63:06.9
    7    392 2.232511886376476e+01 1.6e+00 3.97e-01  2e-01  3e-01 73:42.8
    8    448 2.224069742379302e+01 1.8e+00 3.68e-01  2e-01  3e-01 84:14.5
    9    504 2.235876702796598e+01 1.7e+00 3.92e-01  2e-01  3e-01 94:48.6
   10    560 2.204217670066580e+01 1.9e+00 3.58e-01  2e-01  3e-01 105:21.3
   11    616 2.214867015252695e+01 1.9e+00 3.19e-01  2e-01  2e-01 115:53.9
   12    672 2.203399416723243e+01 1.9e+00 3.08e-01  2e-01  2e-01 126:26.8
   13    728 2.199746645202741e+01 2.1e+00 3.07e-01  1e-01  2e-01 137:00.2
   14    784 2.200404176716494e+01 2.3e+00 3.34e-01  1e-01  2e-01 147:32.3
   15    840 2.194030854100008e+01 2.5e+00 3.23e-01  1e-01  2e-01 158:02.5
   16    896 2.197032360362225e+01 2.5e+00 3.12e-01  1e-01  2e-01 168:32.5
   17    952 2.192475827942040e+01 2.6e+00 2.93e-01  1e-01  2e-01 179:05.8
   18   1008 2.187111580081226e+01 2.8e+00 3.14e-01  1e-01  2e-01 189:44.3
   19   1064 2.186626337946689e+01 3.0e+00 3.43e-01  1e-01  2e-01 200:16.9
   20   1120 2.188959959510503e+01 3.3e+00 3.17e-01  9e-02  2e-01 210:48.0
   21   1176 2.188876946213392e+01 3.7e+00 2.81e-01  8e-02  2e-01 221:21.6
