runid: 21342439
CPUs available: 56
Disorder: (0.0005, 10)
Disorder size: 10
Unoptimised score: 23.98537589767812
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=334465, Sat Mar 29 13:27:44 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.336216514329672e+01 1.0e+00 5.10e-01  5e-01  5e-01 10:27.9
    2    112 2.317529063082070e+01 1.2e+00 4.88e-01  4e-01  5e-01 20:58.0
    3    168 2.295339846698690e+01 1.3e+00 4.33e-01  3e-01  4e-01 31:30.9
    4    224 2.288849918207467e+01 1.4e+00 4.43e-01  3e-01  4e-01 42:02.6
    5    280 2.260702020023046e+01 1.6e+00 4.36e-01  3e-01  4e-01 52:31.0
    6    336 2.296004536124352e+01 1.5e+00 4.59e-01  3e-01  4e-01 63:04.5
    7    392 2.296961336380248e+01 1.8e+00 4.42e-01  3e-01  4e-01 73:35.9
    8    448 2.247427690894019e+01 1.9e+00 5.19e-01  3e-01  4e-01 84:05.7
    9    504 2.297696005787153e+01 2.0e+00 5.82e-01  3e-01  5e-01 94:35.4
   10    560 2.284484350864196e+01 2.1e+00 6.02e-01  3e-01  5e-01 105:07.6
   11    616 2.282557376871376e+01 2.1e+00 5.80e-01  3e-01  4e-01 115:36.5
   12    672 2.273313932075355e+01 2.0e+00 5.35e-01  2e-01  4e-01 126:07.8
   13    728 2.245494275344730e+01 2.0e+00 5.19e-01  2e-01  4e-01 136:36.8
   14    784 2.229593329723068e+01 2.0e+00 5.35e-01  2e-01  4e-01 147:02.0
   15    840 2.267571961858087e+01 2.3e+00 4.87e-01  2e-01  3e-01 157:32.3
   16    896 2.228576494595814e+01 2.4e+00 4.70e-01  2e-01  3e-01 168:03.4
   17    952 2.178079157177243e+01 2.7e+00 4.58e-01  2e-01  3e-01 178:37.8
   18   1008 2.213392904067418e+01 2.6e+00 4.16e-01  1e-01  3e-01 189:07.3
   19   1064 2.215555260910754e+01 2.7e+00 4.27e-01  2e-01  3e-01 199:39.9
   20   1120 2.189207357391780e+01 2.6e+00 4.61e-01  2e-01  3e-01 210:13.0
   21   1176 2.181045896078118e+01 2.9e+00 4.38e-01  1e-01  3e-01 220:44.7
   22   1232 2.183025207500537e+01 2.9e+00 4.22e-01  1e-01  2e-01 231:11.9
   23   1288 2.188792386934505e+01 3.1e+00 4.33e-01  1e-01  3e-01 241:41.4
   24   1344 2.175388159275922e+01 3.2e+00 3.74e-01  1e-01  2e-01 252:12.1
   25   1400 2.156618540728970e+01 3.0e+00 3.92e-01  1e-01  2e-01 262:42.1
   26   1456 2.152693223578875e+01 3.0e+00 3.60e-01  1e-01  2e-01 273:16.4
   27   1512 2.122404799663085e+01 3.1e+00 3.90e-01  1e-01  2e-01 283:46.8
   28   1568 2.135468142016677e+01 3.4e+00 3.82e-01  1e-01  2e-01 294:18.1
   29   1624 2.110506138867807e+01 3.8e+00 3.91e-01  1e-01  2e-01 304:47.0
   30   1680 2.132625579795777e+01 4.1e+00 3.84e-01  9e-02  2e-01 315:16.1
   31   1736 2.118378873799592e+01 3.8e+00 3.34e-01  7e-02  2e-01 325:45.6
   32   1792 2.116297923794988e+01 3.4e+00 3.41e-01  7e-02  2e-01 336:19.1
   33   1848 2.110846206910031e+01 3.7e+00 3.50e-01  7e-02  1e-01 346:46.7
   34   1904 2.101249208980409e+01 4.1e+00 4.00e-01  7e-02  2e-01 357:14.2
   35   1960 2.106836059117412e+01 4.9e+00 3.76e-01  7e-02  2e-01 367:43.1
   36   2016 2.099125916119634e+01 4.9e+00 3.86e-01  7e-02  1e-01 378:13.7
   37   2072 2.098467279693804e+01 4.5e+00 3.78e-01  6e-02  1e-01 388:44.0
   38   2128 2.092837034771133e+01 4.8e+00 4.02e-01  6e-02  1e-01 399:14.8
   39   2184 2.093304227639044e+01 5.3e+00 3.88e-01  6e-02  1e-01 409:47.8
   40   2240 2.093804170382763e+01 5.2e+00 3.40e-01  4e-02  1e-01 420:15.5
   41   2296 2.085136931389049e+01 5.2e+00 4.04e-01  5e-02  1e-01 430:45.5
   42   2352 2.096634890575310e+01 5.5e+00 3.59e-01  4e-02  1e-01 441:16.0
   43   2408 2.087672449611512e+01 5.5e+00 3.68e-01  4e-02  1e-01 451:48.6
   44   2464 2.085050679108768e+01 5.2e+00 3.70e-01  4e-02  1e-01 462:21.4
   45   2520 2.083784782440018e+01 5.1e+00 3.62e-01  4e-02  9e-02 472:52.0
   46   2576 2.080014804714155e+01 5.1e+00 3.91e-01  4e-02  9e-02 483:21.8
   47   2632 2.079456830046414e+01 4.4e+00 3.82e-01  3e-02  8e-02 493:52.9
   48   2688 2.079344986887753e+01 4.4e+00 3.53e-01  3e-02  7e-02 504:23.1
   49   2744 2.077135345208091e+01 4.4e+00 3.57e-01  3e-02  6e-02 514:52.6
   50   2800 2.075117737735148e+01 4.4e+00 3.59e-01  3e-02  6e-02 525:20.1
   51   2856 2.074670366360922e+01 4.2e+00 3.22e-01  2e-02  5e-02 535:50.4
   52   2912 2.071134401584173e+01 4.1e+00 3.26e-01  2e-02  5e-02 546:19.4
   53   2968 2.067352119962756e+01 4.3e+00 3.20e-01  2e-02  4e-02 556:48.0
   54   3024 2.072041927624232e+01 4.0e+00 3.17e-01  2e-02  4e-02 567:17.3
   55   3080 2.070415744773680e+01 3.6e+00 3.38e-01  2e-02  4e-02 577:44.3
   56   3136 2.069047380176879e+01 3.9e+00 3.25e-01  2e-02  4e-02 588:17.0
   57   3192 2.065461139756907e+01 3.8e+00 3.01e-01  2e-02  3e-02 598:45.8
   58   3248 2.067129748355761e+01 3.8e+00 2.67e-01  1e-02  3e-02 609:16.8
   59   3304 2.066574402739021e+01 3.5e+00 2.32e-01  1e-02  2e-02 619:45.0
   60   3360 2.066429018801943e+01 3.5e+00 2.39e-01  1e-02  2e-02 630:16.8
   61   3416 2.066776321312434e+01 3.6e+00 2.29e-01  9e-03  2e-02 640:45.9
   62   3472 2.065252582572459e+01 3.4e+00 2.53e-01  1e-02  2e-02 651:12.3
   63   3528 2.064434988790127e+01 3.5e+00 2.51e-01  9e-03  2e-02 661:43.5
   64   3584 2.064276393875436e+01 3.9e+00 2.52e-01  9e-03  2e-02 672:14.4
   65   3640 2.066392520543424e+01 4.0e+00 2.44e-01  8e-03  2e-02 682:46.7
   66   3696 2.065670962697455e+01 4.0e+00 2.50e-01  7e-03  2e-02 693:15.8
   67   3752 2.064118734311171e+01 4.3e+00 2.17e-01  6e-03  2e-02 703:43.9
   68   3808 2.064933067371632e+01 4.3e+00 2.38e-01  7e-03  2e-02 714:16.5
   69   3864 2.064260655106836e+01 4.6e+00 2.02e-01  6e-03  2e-02 724:50.7
   70   3920 2.064146058101118e+01 4.6e+00 1.95e-01  5e-03  1e-02 735:23.0
   71   3976 2.063195966310052e+01 4.6e+00 2.05e-01  6e-03  1e-02 745:50.1
   72   4032 2.063069262706568e+01 4.8e+00 2.03e-01  5e-03  1e-02 756:23.6
   73   4088 2.062573727976264e+01 5.2e+00 2.09e-01  5e-03  1e-02 766:52.2
   74   4144 2.063305211349669e+01 5.8e+00 1.86e-01  5e-03  1e-02 777:21.4
   75   4200 2.062357742148006e+01 6.4e+00 1.78e-01  4e-03  1e-02 787:49.9
   76   4256 2.062506055855622e+01 6.7e+00 1.83e-01  4e-03  1e-02 798:22.3
   77   4312 2.062564011461721e+01 7.8e+00 1.77e-01  4e-03  1e-02 808:53.9
   78   4368 2.062314219109683e+01 8.9e+00 1.51e-01  3e-03  1e-02 819:20.5
   79   4424 2.061965527097422e+01 1.0e+01 1.56e-01  3e-03  1e-02 829:49.5
   80   4480 2.062270428206157e+01 1.1e+01 1.55e-01  3e-03  1e-02 840:19.5
   81   4536 2.062206598129580e+01 1.2e+01 1.54e-01  3e-03  9e-03 850:49.2
   82   4592 2.062182409914125e+01 1.3e+01 1.49e-01  2e-03  8e-03 861:20.1
   83   4648 2.062114284535365e+01 1.4e+01 1.51e-01  2e-03  9e-03 871:51.2
   84   4704 2.062067983347594e+01 1.7e+01 1.35e-01  2e-03  7e-03 882:20.1
   85   4760 2.062047115639668e+01 1.8e+01 1.33e-01  2e-03  7e-03 892:49.3
   86   4816 2.062016784496541e+01 2.1e+01 1.36e-01  2e-03  7e-03 903:20.2
   87   4872 2.061918376977145e+01 2.2e+01 1.54e-01  2e-03  7e-03 913:48.4
   88   4928 2.061909790532604e+01 2.3e+01 1.53e-01  2e-03  6e-03 924:20.6
   89   4984 2.061943991517668e+01 2.3e+01 1.44e-01  2e-03  6e-03 934:49.6
   90   5040 2.061880796154864e+01 2.6e+01 1.37e-01  1e-03  5e-03 945:20.1
   91   5096 2.061888283297734e+01 2.7e+01 1.33e-01  1e-03  5e-03 955:49.8
   92   5152 2.061833031776835e+01 2.9e+01 1.20e-01  1e-03  4e-03 966:22.5
   93   5208 2.061825636691279e+01 3.3e+01 1.16e-01  1e-03  4e-03 976:51.4
   94   5264 2.061779688123055e+01 3.7e+01 1.24e-01  1e-03  5e-03 987:24.1
   95   5320 2.061781704538082e+01 4.3e+01 1.15e-01  9e-04  4e-03 997:53.4
   96   5376 2.061778669772376e+01 4.9e+01 1.06e-01  8e-04  4e-03 1008:25.0
   97   5432 2.061711570874968e+01 5.4e+01 1.05e-01  7e-04  4e-03 1018:56.5
   98   5488 2.061705628077026e+01 6.3e+01 9.93e-02  7e-04  3e-03 1029:26.3
   99   5544 2.061724520934720e+01 6.5e+01 1.14e-01  7e-04  4e-03 1039:58.9
  100   5600 2.061725824800315e+01 6.3e+01 1.05e-01  6e-04  4e-03 1050:29.5
  101   5656 2.061709176458682e+01 7.5e+01 1.12e-01  7e-04  4e-03 1061:00.7
  102   5712 2.061692355302743e+01 8.9e+01 1.09e-01  6e-04  4e-03 1071:33.7
  103   5768 2.061700358576427e+01 1.0e+02 1.15e-01  6e-04  4e-03 1082:01.7
  104   5824 2.061684958709581e+01 1.1e+02 1.06e-01  6e-04  4e-03 1092:33.2
  105   5880 2.061661293951150e+01 1.3e+02 1.18e-01  6e-04  4e-03 1103:08.6
  106   5936 2.061656359956314e+01 1.4e+02 1.26e-01  6e-04  5e-03 1113:43.0
  107   5992 2.061653941257300e+01 1.6e+02 1.20e-01  5e-04  4e-03 1124:12.6
  108   6048 2.061639129286554e+01 1.7e+02 1.10e-01  5e-04  4e-03 1134:42.5
  109   6104 2.061645027090686e+01 1.6e+02 1.00e-01  4e-04  3e-03 1145:14.2
  110   6160 2.061631405453509e+01 1.5e+02 1.02e-01  4e-04  3e-03 1155:41.5
  111   6216 2.061612569893484e+01 1.5e+02 1.13e-01  4e-04  3e-03 1166:11.9
  112   6272 2.061632158210403e+01 1.6e+02 1.07e-01  4e-04  3e-03 1176:39.7
  113   6328 2.061630533734978e+01 1.5e+02 1.01e-01  3e-04  2e-03 1187:08.8
  114   6384 2.061615507808399e+01 1.4e+02 1.05e-01  3e-04  2e-03 1197:42.4
  115   6440 2.061606966800670e+01 1.3e+02 1.04e-01  3e-04  2e-03 1208:09.3
  116   6496 2.061612008217874e+01 1.3e+02 1.05e-01  3e-04  2e-03 1218:42.3
  117   6552 2.061604348041669e+01 1.3e+02 1.00e-01  3e-04  2e-03 1229:14.5
  118   6608 2.061599928536828e+01 1.4e+02 9.11e-02  2e-04  1e-03 1239:40.1
  119   6664 2.061603690484318e+01 1.4e+02 8.02e-02  2e-04  1e-03 1250:06.3
  120   6720 2.061599598781258e+01 1.5e+02 7.75e-02  2e-04  1e-03 1260:39.5
  121   6776 2.061596843631482e+01 1.5e+02 7.28e-02  2e-04  9e-04 1271:13.5
