runid: 21342422
CPUs available: 56
Disorder: (0.0005, 30)
Disorder size: 30
Unoptimised score: 22.571810669598094
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=231022, Fri Mar 28 13:06:08 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.235980213601449e+01 1.0e+00 4.31e-01  4e-01  4e-01 10:26.2
    2    112 2.144210399349016e+01 1.2e+00 4.20e-01  3e-01  4e-01 20:54.2
    3    168 2.184990496060045e+01 1.3e+00 3.90e-01  3e-01  3e-01 31:21.8
    4    224 2.064930713553498e+01 1.4e+00 4.12e-01  3e-01  4e-01 41:48.7
    5    280 2.058987162425916e+01 1.6e+00 3.96e-01  2e-01  3e-01 52:19.6
    6    336 2.194541008447760e+01 1.7e+00 3.77e-01  2e-01  3e-01 62:49.0
    7    392 2.146412673286708e+01 1.7e+00 3.28e-01  2e-01  2e-01 73:19.9
    8    448 2.085855001705116e+01 1.8e+00 3.70e-01  2e-01  3e-01 83:47.3
    9    504 2.146122123087311e+01 2.1e+00 3.39e-01  1e-01  3e-01 94:15.5
   10    560 2.121331676239602e+01 2.5e+00 3.13e-01  1e-01  2e-01 104:43.3
   11    616 2.094933608148081e+01 2.8e+00 3.18e-01  1e-01  3e-01 115:11.1
   12    672 2.062550630780005e+01 3.5e+00 3.57e-01  1e-01  3e-01 125:43.6
   13    728 2.048099527929844e+01 3.9e+00 3.98e-01  2e-01  3e-01 136:13.1
   14    784 1.984865383290193e+01 4.4e+00 4.00e-01  1e-01  3e-01 146:42.4
   15    840 2.024029425934581e+01 4.9e+00 4.11e-01  1e-01  3e-01 157:10.9
   16    896 1.970782304549704e+01 5.0e+00 3.99e-01  1e-01  3e-01 167:43.2
   17    952 2.004072927490973e+01 5.5e+00 3.69e-01  1e-01  3e-01 178:12.6
   18   1008 1.955878848115133e+01 6.1e+00 3.36e-01  9e-02  3e-01 188:39.3
   19   1064 1.975114699255242e+01 6.6e+00 3.17e-01  8e-02  2e-01 199:06.0
   20   1120 1.945036687627987e+01 6.7e+00 3.04e-01  7e-02  2e-01 209:38.2
   21   1176 1.948731736776073e+01 6.5e+00 2.83e-01  6e-02  2e-01 220:06.4
   22   1232 1.908734810967588e+01 6.3e+00 2.72e-01  5e-02  1e-01 230:35.2
   23   1288 1.919223504271059e+01 6.4e+00 2.60e-01  5e-02  1e-01 241:04.5
   24   1344 1.902450708353722e+01 6.2e+00 2.49e-01  4e-02  1e-01 251:32.9
   25   1400 1.919885523880617e+01 6.6e+00 2.69e-01  4e-02  1e-01 262:06.0
   26   1456 1.899619323764730e+01 7.9e+00 2.63e-01  3e-02  1e-01 272:30.1
   27   1512 1.913874155227139e+01 8.2e+00 2.43e-01  3e-02  1e-01 282:58.2
   28   1568 1.912549628773840e+01 9.3e+00 2.23e-01  2e-02  1e-01 293:23.4
   29   1624 1.911326561590730e+01 9.9e+00 2.11e-01  2e-02  9e-02 303:53.2
   30   1680 1.911658275071305e+01 1.1e+01 1.98e-01  2e-02  9e-02 314:22.9
   31   1736 1.904096253481142e+01 1.2e+01 2.17e-01  2e-02  1e-01 324:52.5
   32   1792 1.900480171722345e+01 1.3e+01 2.33e-01  2e-02  1e-01 335:19.7
   33   1848 1.904855990241010e+01 1.3e+01 2.47e-01  2e-02  1e-01 345:48.8
   34   1904 1.904499910435361e+01 1.2e+01 2.46e-01  2e-02  1e-01 356:14.6
   35   1960 1.901154886234895e+01 1.2e+01 2.82e-01  2e-02  1e-01 366:43.3
   36   2016 1.901152471348925e+01 1.1e+01 2.51e-01  2e-02  8e-02 377:11.8
   37   2072 1.900057712642579e+01 1.2e+01 2.33e-01  1e-02  7e-02 387:39.6
   38   2128 1.900134443389650e+01 1.2e+01 2.19e-01  1e-02  7e-02 398:05.3
   39   2184 1.899725155051135e+01 1.2e+01 1.97e-01  1e-02  5e-02 408:31.4
   40   2240 1.897032540543783e+01 1.2e+01 2.03e-01  1e-02  5e-02 419:00.1
   41   2296 1.897048217785491e+01 1.2e+01 1.96e-01  9e-03  5e-02 429:25.7
   42   2352 1.897176149172851e+01 1.3e+01 2.01e-01  9e-03  5e-02 439:54.4
   43   2408 1.895066764371345e+01 1.3e+01 1.88e-01  7e-03  5e-02 450:25.8
   44   2464 1.895744260876907e+01 1.3e+01 1.99e-01  7e-03  5e-02 460:54.2
   45   2520 1.888470491031385e+01 1.5e+01 2.32e-01  9e-03  6e-02 471:22.2
   46   2576 1.884911485014640e+01 1.7e+01 2.64e-01  1e-02  6e-02 481:53.0
   47   2632 1.887279853261847e+01 1.7e+01 2.73e-01  1e-02  6e-02 492:21.7
   48   2688 1.883588361112513e+01 1.7e+01 2.43e-01  9e-03  5e-02 502:51.7
   49   2744 1.879923514489128e+01 1.7e+01 2.55e-01  1e-02  6e-02 513:19.8
   50   2800 1.879931956277476e+01 1.8e+01 2.59e-01  1e-02  6e-02 523:48.2
   51   2856 1.879539008529670e+01 1.7e+01 2.23e-01  8e-03  4e-02 534:14.5
   52   2912 1.877669470024581e+01 1.7e+01 2.27e-01  8e-03  5e-02 544:41.3
   53   2968 1.873816459549841e+01 1.7e+01 2.38e-01  8e-03  5e-02 555:09.0
   54   3024 1.877506492002166e+01 1.7e+01 2.38e-01  8e-03  4e-02 565:35.0
   55   3080 1.875485229574722e+01 1.6e+01 2.06e-01  6e-03  3e-02 576:04.9
   56   3136 1.875213709897119e+01 1.4e+01 2.20e-01  6e-03  3e-02 586:31.1
   57   3192 1.871750393732286e+01 1.2e+01 2.29e-01  6e-03  3e-02 597:03.2
   58   3248 1.874330091949665e+01 1.1e+01 2.12e-01  5e-03  3e-02 607:34.6
   59   3304 1.873395409790596e+01 1.1e+01 1.91e-01  5e-03  2e-02 618:02.9
   60   3360 1.872672180554124e+01 1.0e+01 2.02e-01  5e-03  2e-02 628:30.3
   61   3416 1.872881306355288e+01 1.0e+01 1.93e-01  5e-03  2e-02 639:01.1
   62   3472 1.872320793385521e+01 1.0e+01 1.98e-01  5e-03  2e-02 649:29.2
   63   3528 1.872273723774947e+01 9.7e+00 1.87e-01  4e-03  2e-02 659:58.1
   64   3584 1.872265163405009e+01 9.6e+00 1.66e-01  4e-03  1e-02 670:26.3
   65   3640 1.871561927021399e+01 9.7e+00 1.69e-01  3e-03  1e-02 680:56.7
   66   3696 1.871744221946923e+01 9.8e+00 1.55e-01  3e-03  1e-02 691:23.5
   67   3752 1.871300589656052e+01 9.7e+00 1.55e-01  3e-03  1e-02 701:52.5
   68   3808 1.871337260350420e+01 9.7e+00 1.41e-01  2e-03  1e-02 712:21.2
   69   3864 1.871301867392438e+01 9.5e+00 1.37e-01  2e-03  9e-03 722:50.2
   70   3920 1.870908202357013e+01 9.2e+00 1.26e-01  2e-03  8e-03 733:16.4
   71   3976 1.870916684966965e+01 9.1e+00 1.46e-01  2e-03  8e-03 743:44.4
   72   4032 1.871099997192291e+01 9.5e+00 1.49e-01  2e-03  8e-03 754:12.8
   73   4088 1.871020856006284e+01 8.9e+00 1.25e-01  2e-03  6e-03 764:42.5
   74   4144 1.870874435704232e+01 8.3e+00 1.13e-01  1e-03  5e-03 775:11.1
   75   4200 1.870862856215394e+01 7.8e+00 1.02e-01  1e-03  4e-03 785:38.0
   76   4256 1.870749003930563e+01 7.5e+00 9.44e-02  1e-03  3e-03 796:03.2
   77   4312 1.870762455474304e+01 7.2e+00 8.14e-02  8e-04  3e-03 806:31.4
   78   4368 1.870713346128361e+01 7.4e+00 7.25e-02  7e-04  2e-03 816:59.6
   79   4424 1.870735059482706e+01 7.3e+00 6.34e-02  6e-04  2e-03 827:31.2
   80   4480 1.870701016158328e+01 7.1e+00 6.23e-02  5e-04  2e-03 837:56.9
   81   4536 1.870700477777316e+01 6.8e+00 5.55e-02  5e-04  1e-03 848:26.0
   82   4592 1.870690275038832e+01 6.7e+00 5.46e-02  5e-04  1e-03 858:53.4
   83   4648 1.870698826057773e+01 6.5e+00 5.17e-02  4e-04  1e-03 869:22.2
   84   4704 1.870691137029768e+01 6.9e+00 4.48e-02  3e-04  1e-03 879:49.2
   85   4760 1.870695511436655e+01 7.1e+00 4.30e-02  3e-04  9e-04 890:19.9
   86   4816 1.870690033102273e+01 6.5e+00 3.93e-02  3e-04  9e-04 900:49.4
   87   4872 1.870688973638800e+01 6.7e+00 3.77e-02  2e-04  8e-04 911:17.2
   88   4928 1.870688404841697e+01 6.7e+00 3.77e-02  2e-04  8e-04 921:47.1
   89   4984 1.870686370943234e+01 7.5e+00 3.78e-02  2e-04  8e-04 932:13.0
