runid: 21342436
CPUs available: 56
Disorder: (0.0005, 20)
Disorder size: 20
Unoptimised score: 23.98421377726525
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=375359, Sat Mar 29 13:26:18 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.285698991396427e+01 1.0e+00 4.86e-01  4e-01  5e-01 10:27.3
    2    112 2.218136056090036e+01 1.2e+00 4.23e-01  3e-01  4e-01 20:58.0
    3    168 2.264166047126052e+01 1.3e+00 4.45e-01  3e-01  4e-01 31:31.1
    4    224 2.246838903904504e+01 1.4e+00 4.49e-01  3e-01  4e-01 41:57.6
    5    280 2.231839502761699e+01 1.5e+00 4.73e-01  3e-01  4e-01 52:28.6
    6    336 2.192329553623964e+01 1.7e+00 4.82e-01  3e-01  4e-01 62:59.0
    7    392 2.230107473832381e+01 1.7e+00 4.50e-01  3e-01  4e-01 73:34.4
    8    448 2.201489883583735e+01 1.8e+00 4.36e-01  2e-01  3e-01 84:06.5
    9    504 2.230492863859969e+01 1.8e+00 4.42e-01  2e-01  3e-01 94:34.1
   10    560 2.209343816271303e+01 2.0e+00 4.51e-01  2e-01  3e-01 105:06.8
   11    616 2.209084948814759e+01 2.1e+00 4.34e-01  2e-01  3e-01 115:41.1
   12    672 2.158923867779013e+01 2.3e+00 4.36e-01  2e-01  3e-01 126:09.9
   13    728 2.195211223182504e+01 2.7e+00 3.89e-01  2e-01  3e-01 136:40.7
   14    784 2.170472295554631e+01 2.8e+00 3.83e-01  2e-01  3e-01 147:11.3
   15    840 2.159811285409951e+01 3.3e+00 3.73e-01  1e-01  3e-01 157:42.0
   16    896 2.172360683023042e+01 4.2e+00 4.08e-01  2e-01  4e-01 168:18.3
   17    952 2.148364785264093e+01 5.2e+00 3.35e-01  1e-01  3e-01 178:49.3
   18   1008 2.176034495394248e+01 5.7e+00 3.68e-01  1e-01  3e-01 189:22.3
   19   1064 2.184783086130183e+01 6.6e+00 4.11e-01  1e-01  4e-01 199:53.7
   20   1120 2.170420374230596e+01 7.5e+00 3.51e-01  1e-01  3e-01 210:22.5
   21   1176 2.143098463946204e+01 7.7e+00 3.45e-01  1e-01  3e-01 220:55.8
   22   1232 2.166133078522120e+01 8.2e+00 3.83e-01  1e-01  3e-01 231:26.8
   23   1288 2.133484358291753e+01 9.3e+00 3.84e-01  1e-01  3e-01 241:58.1
   24   1344 2.067640073860764e+01 9.1e+00 3.98e-01  1e-01  4e-01 252:30.3
   25   1400 2.133790961617885e+01 1.0e+01 3.65e-01  1e-01  3e-01 263:05.3
   26   1456 2.078490813239906e+01 1.1e+01 3.58e-01  1e-01  3e-01 273:38.3
   27   1512 2.109550024574175e+01 1.3e+01 3.47e-01  1e-01  3e-01 284:11.1
   28   1568 2.072792201123956e+01 1.3e+01 3.27e-01  9e-02  3e-01 294:43.9
   29   1624 2.097589646771285e+01 1.4e+01 3.20e-01  9e-02  3e-01 305:16.0
   30   1680 2.115144022913160e+01 1.5e+01 3.09e-01  8e-02  2e-01 315:47.8
   31   1736 2.087867617259891e+01 1.4e+01 3.15e-01  8e-02  2e-01 326:22.8
   32   1792 2.081774117939734e+01 1.3e+01 3.06e-01  7e-02  2e-01 336:57.9
   33   1848 2.068237659807881e+01 1.1e+01 3.06e-01  7e-02  2e-01 347:28.5
   34   1904 2.067010055218717e+01 1.1e+01 3.02e-01  7e-02  2e-01 357:57.9
   35   1960 2.075198093538976e+01 1.0e+01 2.80e-01  6e-02  2e-01 368:29.3
   36   2016 2.057695852489755e+01 1.1e+01 2.75e-01  5e-02  2e-01 378:57.9
   37   2072 2.048522375431719e+01 1.0e+01 2.94e-01  6e-02  2e-01 389:35.1
   38   2128 2.060317994654383e+01 1.0e+01 3.06e-01  6e-02  2e-01 400:09.9
   39   2184 2.042020476593018e+01 1.0e+01 2.84e-01  6e-02  2e-01 410:44.9
   40   2240 2.050736701378365e+01 9.9e+00 2.80e-01  5e-02  1e-01 421:19.6
   41   2296 2.037874776980539e+01 9.7e+00 2.62e-01  4e-02  1e-01 431:49.3
   42   2352 2.043755798417853e+01 9.4e+00 2.97e-01  5e-02  1e-01 442:22.5
   43   2408 2.038176839819983e+01 1.0e+01 2.93e-01  4e-02  2e-01 452:51.9
   44   2464 2.021543939554768e+01 1.1e+01 3.24e-01  4e-02  2e-01 463:24.8
   45   2520 2.027020016324035e+01 1.2e+01 4.10e-01  5e-02  2e-01 473:57.0
   46   2576 2.029370241382820e+01 1.1e+01 4.24e-01  5e-02  2e-01 484:30.7
   47   2632 2.028994200584965e+01 1.0e+01 3.87e-01  5e-02  2e-01 495:01.2
   48   2688 2.017436077003422e+01 1.1e+01 4.17e-01  4e-02  2e-01 505:29.8
   49   2744 2.020242342062350e+01 1.1e+01 3.80e-01  4e-02  2e-01 516:02.4
   50   2800 2.001367054275917e+01 1.1e+01 3.90e-01  3e-02  2e-01 526:31.4
   51   2856 2.011112272001939e+01 1.0e+01 3.58e-01  3e-02  2e-01 537:01.1
   52   2912 2.001446809888028e+01 1.1e+01 3.55e-01  3e-02  2e-01 547:32.7
   53   2968 1.993857427530003e+01 1.1e+01 3.89e-01  3e-02  2e-01 558:02.3
   54   3024 1.996760863483643e+01 1.0e+01 3.54e-01  3e-02  1e-01 568:31.7
   55   3080 1.993535391462953e+01 9.9e+00 3.00e-01  2e-02  1e-01 579:04.8
   56   3136 1.988828603130115e+01 9.2e+00 3.19e-01  2e-02  1e-01 589:38.2
   57   3192 1.987253681772012e+01 8.2e+00 2.87e-01  2e-02  8e-02 600:09.6
   58   3248 1.982437098215179e+01 7.8e+00 2.75e-01  2e-02  7e-02 610:41.6
   59   3304 1.994426759673409e+01 8.1e+00 2.69e-01  2e-02  6e-02 621:12.7
   60   3360 1.985904899915293e+01 7.7e+00 2.55e-01  2e-02  6e-02 631:44.4
   61   3416 1.981656632106192e+01 8.1e+00 2.43e-01  1e-02  5e-02 642:16.1
   62   3472 1.986839001121376e+01 8.6e+00 2.81e-01  2e-02  6e-02 652:49.1
   63   3528 1.981457144751569e+01 9.3e+00 3.10e-01  2e-02  6e-02 663:22.0
   64   3584 1.978171378201717e+01 9.7e+00 3.08e-01  2e-02  6e-02 673:55.1
   65   3640 1.983278060320982e+01 1.0e+01 2.88e-01  1e-02  5e-02 684:26.9
   66   3696 1.979910793004031e+01 1.1e+01 2.57e-01  1e-02  5e-02 695:01.7
   67   3752 1.978587572683952e+01 1.2e+01 2.66e-01  1e-02  5e-02 705:31.6
   68   3808 1.978418858509968e+01 1.2e+01 2.36e-01  9e-03  4e-02 716:02.9
   69   3864 1.977833989587687e+01 1.1e+01 2.23e-01  8e-03  3e-02 726:38.0
   70   3920 1.976627182941949e+01 1.1e+01 2.10e-01  7e-03  3e-02 737:13.8
   71   3976 1.973001569979476e+01 1.1e+01 2.02e-01  6e-03  2e-02 747:46.5
   72   4032 1.972925599852375e+01 1.1e+01 2.25e-01  6e-03  2e-02 758:22.6
   73   4088 1.974539754894980e+01 1.2e+01 2.21e-01  6e-03  2e-02 768:55.0
   74   4144 1.973645126517315e+01 1.2e+01 2.14e-01  5e-03  2e-02 779:31.3
   75   4200 1.971018837808791e+01 1.3e+01 1.99e-01  4e-03  2e-02 790:02.9
   76   4256 1.970915681272042e+01 1.5e+01 1.67e-01  3e-03  2e-02 800:32.1
   77   4312 1.970833047877231e+01 1.5e+01 1.53e-01  3e-03  1e-02 811:02.8
   78   4368 1.971607516914396e+01 1.5e+01 1.43e-01  2e-03  1e-02 821:35.5
   79   4424 1.970287364307905e+01 1.7e+01 1.62e-01  2e-03  1e-02 832:11.2
   80   4480 1.970401166434940e+01 1.7e+01 1.56e-01  2e-03  1e-02 842:45.4
   81   4536 1.970193699316966e+01 1.7e+01 1.49e-01  2e-03  1e-02 853:17.3
   82   4592 1.969618712465870e+01 1.7e+01 1.36e-01  1e-03  1e-02 863:49.0
   83   4648 1.969212633509609e+01 1.7e+01 1.16e-01  1e-03  8e-03 874:20.4
   84   4704 1.969096316302418e+01 1.8e+01 1.12e-01  9e-04  7e-03 884:51.1
   85   4760 1.968936029474055e+01 1.8e+01 9.55e-02  7e-04  6e-03 895:24.3
   86   4816 1.968707935866982e+01 1.9e+01 9.03e-02  6e-04  5e-03 905:57.2
   87   4872 1.968628499391880e+01 1.9e+01 9.45e-02  6e-04  5e-03 916:25.9
   88   4928 1.968460261625884e+01 1.9e+01 9.50e-02  5e-04  4e-03 926:56.2
   89   4984 1.968808077316320e+01 1.9e+01 8.40e-02  4e-04  4e-03 937:30.3
   90   5040 1.968615902881542e+01 1.8e+01 7.81e-02  4e-04  3e-03 948:07.4
   91   5096 1.968585272295504e+01 1.8e+01 7.71e-02  4e-04  3e-03 958:38.1
   92   5152 1.968463510425002e+01 1.9e+01 7.69e-02  4e-04  3e-03 969:16.5
   93   5208 1.968555501803215e+01 1.9e+01 6.94e-02  3e-04  2e-03 979:48.8
   94   5264 1.968461920233157e+01 1.9e+01 5.99e-02  3e-04  2e-03 990:22.5
   95   5320 1.968414783563790e+01 1.8e+01 5.57e-02  2e-04  2e-03 1000:56.6
   96   5376 1.968321210994154e+01 1.8e+01 5.21e-02  2e-04  1e-03 1011:28.4
   97   5432 1.968325264051021e+01 1.7e+01 5.17e-02  2e-04  1e-03 1021:59.3
   98   5488 1.968335527886926e+01 1.5e+01 4.92e-02  2e-04  1e-03 1032:35.8
   99   5544 1.968297485644560e+01 1.5e+01 5.46e-02  2e-04  1e-03 1043:11.7
  100   5600 1.968279984933274e+01 1.4e+01 4.84e-02  2e-04  1e-03 1053:47.7
  101   5656 1.968269406225614e+01 1.4e+01 4.40e-02  1e-04  9e-04 1064:21.1
  102   5712 1.968270646551748e+01 1.5e+01 4.35e-02  1e-04  8e-04 1074:51.2
  103   5768 1.968273551554108e+01 1.6e+01 3.80e-02  1e-04  7e-04 1085:21.3
  104   5824 1.968265933249567e+01 1.7e+01 3.81e-02  1e-04  6e-04 1095:51.7
  105   5880 1.968262610894121e+01 1.7e+01 3.61e-02  1e-04  6e-04 1106:25.2
  106   5936 1.968249733372611e+01 1.9e+01 3.70e-02  1e-04  6e-04 1116:57.0
  107   5992 1.968258685497864e+01 1.9e+01 3.16e-02  8e-05  4e-04 1127:28.3
  108   6048 1.968248145927776e+01 1.9e+01 3.21e-02  8e-05  4e-04 1138:02.9
  109   6104 1.968245820908886e+01 2.0e+01 3.29e-02  8e-05  4e-04 1148:34.1
  110   6160 1.968243785612520e+01 2.1e+01 3.00e-02  7e-05  4e-04 1159:06.8
  111   6216 1.968247954120017e+01 2.3e+01 2.86e-02  6e-05  3e-04 1169:41.4
  112   6272 1.968239229023300e+01 2.3e+01 2.66e-02  6e-05  3e-04 1180:10.1
  113   6328 1.968235406783288e+01 2.3e+01 2.92e-02  7e-05  3e-04 1190:40.2
  114   6384 1.968236811958782e+01 2.3e+01 2.56e-02  6e-05  3e-04 1201:09.1
  115   6440 1.968232704955750e+01 2.6e+01 2.53e-02  5e-05  3e-04 1211:39.3
  116   6496 1.968235434585063e+01 3.2e+01 2.35e-02  5e-05  3e-04 1222:08.2
  117   6552 1.968227655448809e+01 3.7e+01 2.95e-02  6e-05  4e-04 1232:38.7
  118   6608 1.968229417671505e+01 4.3e+01 3.06e-02  5e-05  4e-04 1243:15.8
  119   6664 1.968229223177183e+01 5.0e+01 3.00e-02  5e-05  4e-04 1253:44.1
  120   6720 1.968230398086542e+01 5.0e+01 2.56e-02  4e-05  3e-04 1264:13.8
  121   6776 1.968227336297033e+01 5.5e+01 2.64e-02  4e-05  3e-04 1274:47.0
  122   6832 1.968226566688869e+01 5.5e+01 2.65e-02  4e-05  3e-04 1285:20.5
  123   6888 1.968225327680897e+01 5.6e+01 2.71e-02  4e-05  2e-04 1295:49.8
  124   6944 1.968226792513107e+01 5.7e+01 2.83e-02  4e-05  2e-04 1306:21.0
  125   7000 1.968225054283383e+01 5.8e+01 2.52e-02  3e-05  2e-04 1316:51.8
  126   7056 1.968224826285214e+01 5.8e+01 2.29e-02  3e-05  2e-04 1327:23.1
  127   7112 1.968222893976376e+01 5.9e+01 2.07e-02  2e-05  1e-04 1337:55.6
  128   7168 1.968224255922346e+01 6.2e+01 2.23e-02  2e-05  1e-04 1348:25.5
  129   7224 1.968222786880775e+01 6.4e+01 2.31e-02  2e-05  2e-04 1358:56.3
  130   7280 1.968223822971970e+01 6.6e+01 1.93e-02  2e-05  1e-04 1369:28.1
  131   7336 1.968223475695667e+01 7.1e+01 1.88e-02  2e-05  1e-04 1380:01.4
  132   7392 1.968222517288800e+01 7.4e+01 1.89e-02  2e-05  1e-04 1390:32.5
  133   7448 1.968222831452815e+01 7.8e+01 1.76e-02  2e-05  1e-04 1401:09.3
  134   7504 1.968222710889827e+01 8.8e+01 1.49e-02  1e-05  8e-05 1411:43.7
  135   7560 1.968221965515504e+01 1.0e+02 1.39e-02  1e-05  7e-05 1422:17.4
  136   7616 1.968221802381361e+01 1.0e+02 1.50e-02  1e-05  8e-05 1432:49.5
  137   7672 1.968221851622653e+01 1.1e+02 1.38e-02  1e-05  7e-05 1443:23.2
termination on timeout=86400
final/bestever f-value = 1.968222e+01 1.968222e+01 after 7672/7576 evaluations
incumbent solution: [0.9260661113662779, -0.13764478404333397, 0.1653146286802279, 0.39844618194726095, 0.2683164697760418, 0.1755623127195289, -0.17587290154836116, 1.2002626200997144]
std deviation: [3.6217487194517e-05, 1.302706625381085e-05, 6.40355529784382e-05, 4.499187440177245e-05, 6.841806262497271e-05, 3.2220169521504235e-05, 7.100741933319112e-05, 4.301077960834832e-05]
