runid: 21342445
CPUs available: 56
Disorder: (0.0005, 1)
Disorder size: 1
Unoptimised score: 23.388307166694492
(28_w,56)-aCMA-ES (mu_w=15.5,w_1=12%) in dimension 8 (seed=475657, Sun Mar 30 14:33:36 2025)
Iterat Nfevals  function value    axis ratio maxstd  minstd
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     56 2.153796838936316e+01 1.0e+00 4.46e-01  4e-01  4e-01 10:41.1
    2    112 2.173087243784163e+01 1.2e+00 4.45e-01  4e-01  4e-01 21:20.0
    3    168 2.154724606888743e+01 1.3e+00 4.47e-01  3e-01  4e-01 32:04.1
    4    224 2.149112227385679e+01 1.4e+00 4.47e-01  3e-01  4e-01 42:44.2
    5    280 2.097109735003461e+01 1.4e+00 4.22e-01  3e-01  4e-01 53:29.1
    6    336 2.141694935074152e+01 1.5e+00 4.25e-01  3e-01  4e-01 64:11.9
    7    392 2.096486205374600e+01 1.6e+00 4.32e-01  2e-01  3e-01 74:51.4
    8    448 2.124591562065120e+01 1.7e+00 4.42e-01  2e-01  3e-01 85:35.7
    9    504 2.122998606090929e+01 1.7e+00 4.54e-01  2e-01  3e-01 96:19.6
   10    560 2.080296514003716e+01 1.7e+00 4.21e-01  2e-01  3e-01 107:01.0
   11    616 2.111511349096232e+01 1.8e+00 4.41e-01  2e-01  3e-01 117:42.5
   12    672 2.077970268780768e+01 1.8e+00 4.84e-01  2e-01  3e-01 128:23.8
   13    728 2.086467581263831e+01 2.0e+00 4.99e-01  2e-01  3e-01 139:06.3
   14    784 2.060537981890903e+01 2.1e+00 4.30e-01  2e-01  3e-01 149:45.8
   15    840 2.072151920689859e+01 2.2e+00 4.26e-01  1e-01  2e-01 160:30.1
   16    896 2.073408026844458e+01 2.3e+00 3.75e-01  1e-01  2e-01 171:15.3
   17    952 2.062776408199332e+01 2.4e+00 3.26e-01  1e-01  2e-01 182:01.2
   18   1008 2.053601262677992e+01 2.5e+00 3.46e-01  1e-01  2e-01 192:42.8
   19   1064 2.057605868048403e+01 2.8e+00 3.47e-01  1e-01  2e-01 203:26.1
