% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=127133, Mon Oct 23 17:39:15 2023, <python>{}</python>
1 56 0.4861522016496144 0 0 0.47900496544352716 0.48024746796795237 0.4820896246799815 0.479575620124518 0.48303692768023554 0.48701604734831067 0.4809213188237029 0.48312369894927254 0.4915083631368637 0.48909475073193526 0.4902803418461578 0.4810469312713933 0.4869322071511746 0.4825552895056952 0.4936777933388055 0.4923005877943551 0.489369837893109 0.481630511670361 0.4852116739438899 0.49391362541711 0.48863284004732455 0.48745866780431957 0.48308906586351463 0.4812318714690894
2 112 0.4985202295181527 0 0 0.4961361839503973 0.4856076849509413 0.49142009065286674 0.486671895007099 0.4963039011004602 0.4978861060273397 0.489445231989682 0.4922896332924961 0.5074540179403314 0.495358918747699 0.5001344216285274 0.49331860505647546 0.5027412952015308 0.4866964449383886 0.5119782504641569 0.503028767511204 0.5004693065282975 0.509425689279937 0.5000956454118585 0.5092602083285288 0.5034113679845406 0.496899033182586 0.5007441575096715 0.4919275568331514
3 168 0.5181414638748318 0 0 0.5192528088865955 0.5021167265086903 0.5166052089930955 0.4917934973840527 0.5138664230309746 0.5212219988566761 0.5070071270713563 0.513980379286653 0.5314240877978935 0.5159919500125456 0.5253758969108623 0.5089647515702836 0.5151833310429503 0.5007855496802979 0.5314411175736822 0.5193300193497774 0.519259951417755 0.5393981711488514 0.5188107014404443 0.5334229420046778 0.5154304975084516 0.5183996242429834 0.5216412200026647 0.5112499072849177
4 224 0.5395123425642626 0 0 0.5353840375149987 0.505195469455912 0.539790587086459 0.503938893799494 0.538468072922957 0.547239853061153 0.5193779792921288 0.537147691002386 0.5574540527796086 0.5401506661871248 0.549854382759837 0.5288867917988951 0.5262885013055347 0.5172871510309364 0.549759047923511 0.5371939970730555 0.5406832106373624 0.5633612147777757 0.536507410995338 0.5600457488516569 0.5337138225263293 0.540829294797455 0.5505452381607566 0.5367450207128412
5 280 0.5553844571841495 0 0 0.5574767231192342 0.5119526100076592 0.548928514492671 0.511096049878248 0.548640321412004 0.560848071683256 0.5357822827259595 0.552452207785167 0.5778306520241177 0.5537338269697424 0.5660444625210893 0.5462960365758712 0.5358100965472481 0.5339351235956269 0.5652875880516984 0.5577941516391625 0.5562002983341456 0.5770136867444589 0.5493413043130808 0.5776406752065187 0.5417253546132235 0.5519003525223425 0.5668323380567032 0.557469921951049
6 336 0.6189856298768345 0 0 0.642538687347184 0.5636994355299928 0.6117915030504497 0.5673254020207699 0.6151268728262956 0.6337626429356031 0.5990827272324379 0.6177913446504552 0.6467915623415388 0.6110373915886979 0.6448184215994297 0.6129595618317435 0.5879556840962603 0.5908433621179379 0.6385486204280265 0.6185431742953149 0.6168956202379992 0.6374881760661519 0.6170258879991397 0.6309526599727109 0.6061622029723042 0.6155954448572272 0.6260055864617009 0.6280824523850043
7 392 0.6387066118353778 0 0 0.6741684575046962 0.5794417917608746 0.6246146544674857 0.5796731106184501 0.6305889971278263 0.6528082227670297 0.615231508105217 0.62739776252769 0.6780793425786907 0.6234641491848814 0.6725251903165121 0.6327857181958547 0.6075640536949573 0.6152659765389894 0.6503594011368755 0.6307727547197387 0.6421800230593502 0.6496731928093454 0.6462415613809538 0.6412326065836403 0.6283721588169977 0.6314498583679281 0.632251570887433 0.6436009395829236
8 448 0.7144918870324813 0 0 0.7938545217364016 0.6558899110302002 0.6978041716979592 0.6387452608877691 0.709488331608272 0.7396596551672009 0.6828354780619933 0.7005203721522165 0.7656800823765986 0.6940825347357927 0.7486214298317235 0.7021735501949589 0.6818370187016939 0.6847437477416735 0.7214242270185479 0.7122279869737936 0.7236166620653454 0.7306699590284952 0.7189007406831323 0.7298343811262566 0.6978751577909056 0.7087512882975292 0.7018618909375328 0.7133928772169211
9 504 0.82200217357894 0 0 0.9693251689983526 0.74944081906084 0.7904128094329941 0.7251327803710901 0.8016618992016552 0.8526773936438695 0.7814296893593832 0.8139309113761601 0.8860050746143244 0.794144237674042 0.8587141503084897 0.796745346651508 0.7945060257695143 0.7943845833907135 0.8307104974111508 0.8256819994582083 0.8393376659331719 0.8388241962960536 0.8243097064930709 0.8363148871282328 0.8250276247423254 0.8167333659033813 0.8026304784043258 0.8185136434651445
10 560 0.9187735769746274 0 0 1.1176729764722024 0.8275288072174282 0.874825608272792 0.8093127821649067 0.8849777411385078 0.9523385715627937 0.879774453331192 0.9268057289196792 1.0149081291870394 0.8892182016033955 0.9703941192596863 0.9014484361743831 0.9040196767862262 0.8912497307827059 0.9317998542885594 0.9242392043981598 0.9427047075695774 0.9227608193911393 0.9306962981057482 0.9446536861204775 0.9388438994074655 0.9084236319678729 0.882168837373778 0.92136956591038
11 616 1.0258589316231308 0 0 1.323931380667686 0.9227018218091545 0.9701894670011891 0.9024085852694559 0.9791410418682446 1.0776355385713576 0.9673407664253966 1.0454861104115998 1.1800216055498631 0.9890945557132632 1.0758464835897668 1.0038747728420996 1.0004589209103958 0.9827352944369901 1.0354809645325638 1.0333210106024995 1.0613257479104516 1.0265492914786822 1.0427255612349506 1.0668189240180563 1.044578183096454 1.0100995099659162 0.9922161986642112 1.0200844493940064
12 672 1.1769906283573242 0 0 1.562852074768155 1.0680616810938808 1.1063092103966605 1.0207242955227367 1.1374437556660217 1.2370465552360825 1.0986810128894344 1.2079302785506933 1.3816144084062598 1.12266721139172 1.2440046031637215 1.1469211077646997 1.1618743689402622 1.123360396042103 1.1851656578338394 1.1876455564503106 1.2460768110236637 1.1906349351617413 1.188986319813232 1.2195908556877622 1.2007404062097073 1.152747529441006 1.1381953747002542 1.1904629650360739
